student_id,mentor_id,parent_id,Week_1_Attendance,Week_2_Attendance,Week_3_Attendance,Week_4_Attendance,Week_5_Attendance,Week_6_Attendance,Week_7_Attendance,Week_8_Attendance,Week_9_Attendance,Week_10_Attendance,Week_11_Attendance,Week_12_Attendance,Attendance_Decline_Score,Is_Declining_Attendance,Average_Attendance,Lowest_Week_Attendance,Highest_Week_Attendance
100590,200015,300590,72,68,64,60,56,52,48,44,40,36,32,30,35.33,Yes,50.17,30,72
100591,200016,300591,92,100,91,87,99,93,96,97,89,90,92,94,2.33,No,93.33,87,100
100592,200017,300592,87,96,93,97,98,87,91,88,93,92,89,85,3.33,No,91.33,85,98
100593,200018,300593,91,85,92,92,87,80,80,87,82,94,86,88,0,No,87,80,94
100594,200019,300594,73,84,85,80,76,74,83,77,75,72,88,85,-1,No,79.33,72,88
100595,200020,300595,96,84,88,87,87,89,90,96,93,85,94,87,0.67,No,89.67,84,96
100596,200021,300596,92,95,92,99,91,99,90,86,95,94,93,100,-2.67,No,93.83,86,100
100597,200022,300597,73,79,55,50,80,58,70,75,63,74,77,66,-3.33,No,68.33,50,80
100598,200023,300598,72,70,70,79,76,84,80,70,70,77,85,81,-10.33,No,76.17,70,85
100599,200024,300599,88,87,80,77,81,84,81,92,91,86,90,80,-0.33,No,84.75,77,92
100600,200025,300600,73,69,65,61,57,53,49,45,41,37,33,30,35.67,Yes,51.08,30,73
100601,200001,300601,93,90,81,85,80,87,78,81,92,85,88,90,0.33,No,85.83,78,93
100602,200002,300602,84,84,92,86,89,81,86,91,80,90,77,82,3.67,No,85.17,77,92
100603,200003,300603,72,78,76,72,86,79,76,85,84,74,86,72,-2,No,78.33,72,86
100604,200004,300604,72,85,81,79,81,57,59,57,72,55,63,68,17.33,Yes,69.08,55,85
100605,200005,300605,77,88,80,78,72,88,77,85,74,79,87,75,1.33,No,80,72,88
100606,200006,300606,77,86,80,89,88,80,87,81,77,79,91,92,-6.33,No,83.92,77,92
100607,200007,300607,89,81,91,82,95,91,85,87,82,90,91,82,-0.67,No,87.17,81,95
100608,200008,300608,81,71,81,77,74,76,81,71,70,75,74,81,1,No,76,70,81
100609,200009,300609,88,83,82,88,94,92,88,83,90,82,90,95,-4.67,No,87.92,82,95
100610,200010,300610,77,73,69,65,61,57,53,49,45,41,37,33,36,Yes,55,33,77
100611,200011,300611,78,74,80,67,77,55,77,73,61,77,77,55,7.67,No,70.92,55,80
100612,200012,300612,84,78,82,75,72,83,84,84,70,77,82,81,1.33,No,79.33,70,84
100613,200013,300613,84,78,73,73,78,76,85,82,78,70,71,70,8,No,76.5,70,85
100614,200014,300614,86,99,96,96,86,97,91,94,91,85,99,83,4.67,No,91.92,83,99
100615,200015,300615,84,75,75,82,71,72,83,79,80,84,84,78,-4,No,78.92,71,84
100616,200016,300616,82,83,82,79,85,80,90,77,77,89,80,77,0.33,No,81.75,77,90
100617,200017,300617,87,86,84,87,81,83,84,81,74,76,76,72,11,No,80.92,72,87
100618,200018,300618,57,51,62,51,63,80,59,65,77,84,62,55,-10.33,No,63.83,51,84
100619,200019,300619,90,80,91,89,76,79,81,80,90,91,91,76,1,No,84.5,76,91
100620,200020,300620,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
100621,200021,300621,92,91,94,97,86,95,85,88,98,98,100,94,-5,No,93.17,85,100
100622,200022,300622,83,80,83,84,83,75,70,84,70,81,78,70,5.67,No,78.42,70,84
100623,200023,300623,88,90,78,90,86,89,88,75,80,84,81,90,0.33,No,84.92,75,90
100624,200024,300624,92,85,94,85,88,92,82,87,90,91,89,93,-0.67,No,89,82,94
100625,200025,300625,63,68,55,80,58,61,62,60,81,56,76,81,-9,No,66.75,55,81
100626,200001,300626,83,82,77,76,87,84,87,81,81,92,77,78,-1.67,No,82.08,76,92
100627,200002,300627,90,80,84,80,84,92,85,87,88,78,85,81,3.33,No,84.5,78,92
100628,200003,300628,86,84,97,97,86,86,86,84,99,86,88,86,2.33,No,88.75,84,99
100629,200004,300629,84,78,82,87,89,88,76,77,84,83,77,76,2.67,No,81.75,76,89
100630,200005,300630,77,73,69,65,61,57,53,49,45,41,37,33,36,Yes,55,33,77
100631,200006,300631,94,81,88,96,91,90,97,86,83,89,92,94,-4,No,90.08,81,97
100632,200007,300632,65,59,83,76,64,58,77,76,76,79,83,73,-9.33,No,72.42,58,83
100633,200008,300633,81,71,70,83,70,70,77,77,79,72,80,70,0,No,75,70,83
100634,200009,300634,80,83,80,95,88,92,91,88,89,90,79,87,-4.33,No,86.83,79,95
100635,200010,300635,87,95,97,89,97,94,95,89,92,85,84,93,5.67,No,91.42,84,97
100636,200011,300636,83,95,88,85,81,95,88,95,89,84,79,79,8,No,86.75,79,95
100637,200012,300637,92,91,93,97,100,87,85,95,92,100,95,87,-2,No,92.83,85,100
100638,200013,300638,71,82,77,70,82,78,75,75,79,77,77,72,1.33,No,76.25,70,82
100639,200014,300639,83,65,56,70,83,62,73,79,56,59,77,76,-2.67,No,69.92,56,83
100640,200015,300640,73,69,65,61,57,53,49,45,41,37,33,30,35.67,Yes,51.08,30,73
100641,200016,300641,70,82,73,84,75,83,71,80,85,81,85,81,-7.33,No,79.17,70,85
100642,200017,300642,90,88,89,90,88,80,79,91,79,90,89,79,3,No,86,79,91
100643,200018,300643,99,86,89,97,98,84,88,94,86,96,86,86,2,No,90.75,84,99
100644,200019,300644,87,79,94,82,81,89,87,89,87,87,93,78,0.67,No,86.08,78,94
100645,200020,300645,75,84,72,80,80,77,76,86,71,74,82,73,0.67,No,77.5,71,86
100646,200021,300646,76,80,69,78,71,74,80,58,58,82,79,78,-4.67,No,73.58,58,82
100647,200022,300647,85,91,83,94,93,88,93,91,82,95,89,83,-2.67,No,88.92,82,95
100648,200023,300648,72,81,75,74,78,73,88,78,87,88,72,75,-2.33,No,78.42,72,88
100649,200024,300649,89,84,92,90,91,98,86,94,96,85,99,84,-1,No,90.67,84,99
100650,200025,300650,81,77,73,69,65,61,57,53,49,45,41,37,36,Yes,59,37,81
100651,200001,300651,85,93,80,96,90,92,88,82,83,83,85,89,0.33,No,87.17,80,96
100652,200002,300652,76,79,73,75,80,84,76,72,81,76,71,72,3,No,76.25,71,84
100653,200003,300653,74,56,70,59,76,70,66,74,57,53,62,65,6.67,No,65.17,53,76
100654,200004,300654,93,100,100,100,98,89,94,87,96,100,99,88,2,No,95.33,87,100
100655,200005,300655,82,95,89,82,90,85,89,86,91,95,96,84,-3,No,88.67,82,96
100656,200006,300656,100,93,91,98,92,94,100,100,88,87,100,96,0.33,No,94.92,87,100
100657,200007,300657,92,87,88,100,95,95,99,98,93,100,96,88,-5.67,No,94.25,87,100
100658,200008,300658,74,81,74,84,75,76,80,85,78,88,82,82,-7.67,No,79.92,74,88
100659,200009,300659,95,100,95,94,97,97,93,100,97,87,91,87,8.33,No,94.42,87,100
100660,200010,300660,90,86,82,78,74,70,66,62,58,54,50,46,36,Yes,68,46,90
100661,200011,300661,82,82,87,95,97,94,84,84,82,96,85,93,-7.67,No,88.42,82,97
100662,200012,300662,90,91,84,79,82,93,90,85,93,79,86,79,7,No,85.92,79,93
100663,200013,300663,86,81,77,84,82,82,90,86,76,83,90,81,-3.33,No,83.17,76,90
100664,200014,300664,73,79,70,75,83,82,72,73,72,70,71,70,3.67,No,74.17,70,83
100665,200015,300665,79,78,87,79,77,71,79,85,71,84,72,81,2.33,No,78.58,71,87
100666,200016,300666,93,88,83,96,94,95,91,96,81,87,81,88,2.67,No,89.42,81,96
100667,200017,300667,84,78,70,50,75,62,71,55,51,64,77,54,12.33,No,65.92,50,84
100668,200018,300668,80,79,84,83,76,77,74,89,87,74,84,82,1,No,80.75,74,89
100669,200019,300669,77,89,81,84,75,84,90,81,76,88,77,88,-2,No,82.5,75,90
100670,200020,300670,89,85,81,77,73,69,65,61,57,53,49,45,36,Yes,67,45,89
100671,200021,300671,72,71,71,82,80,72,74,71,84,71,79,83,-6.33,No,75.83,71,84
100672,200022,300672,72,70,70,78,81,81,72,82,76,70,83,81,-7.33,No,76.33,70,83
100673,200023,300673,94,84,91,81,95,97,91,87,84,84,81,83,7,No,87.67,81,97
100674,200024,300674,62,58,82,66,72,76,80,78,61,65,58,52,9,No,67.5,52,82
100675,200025,300675,72,77,81,84,79,77,72,72,83,77,78,77,-0.67,No,77.42,72,84
100676,200001,300676,78,94,82,79,85,94,79,91,89,84,84,84,0.67,No,85.25,78,94
100677,200002,300677,79,75,84,83,79,79,78,82,79,74,72,83,3,No,78.92,72,84
100678,200003,300678,83,75,70,75,75,82,74,75,83,78,80,74,-1.33,No,77,70,83
100679,200004,300679,84,79,90,79,81,90,79,82,83,88,93,85,-4.33,No,84.42,79,93
100680,200005,300680,91,87,83,79,75,71,67,63,59,55,51,47,36,Yes,69,47,91
100681,200006,300681,73,52,51,62,62,68,61,64,66,61,71,85,-13.67,No,64.67,51,85
100682,200007,300682,79,80,74,79,82,77,74,78,86,77,84,80,-2.67,No,79.17,74,86
100683,200008,300683,90,83,87,87,81,92,89,78,79,80,80,82,6,No,84,78,92
100684,200009,300684,85,84,83,86,80,74,79,82,77,83,80,74,5,No,80.58,74,86
100685,200010,300685,95,91,100,100,93,89,100,89,92,100,99,100,-4.33,No,95.67,89,100
100686,200011,300686,93,94,92,83,88,89,94,93,93,93,86,90,3.33,No,90.67,83,94
100687,200012,300687,88,93,94,93,100,94,99,93,96,100,99,92,-5.33,No,95.08,88,100
100688,200013,300688,66,85,55,58,55,68,78,83,72,64,52,79,3.67,No,67.92,52,85
100689,200014,300689,93,96,97,97,96,96,94,98,93,91,95,83,5.67,No,94.08,83,98
100690,200015,300690,76,72,68,64,60,56,52,48,44,40,36,32,36,Yes,54,32,76
100691,200016,300691,88,89,83,92,83,90,97,97,83,89,88,84,-0.33,No,88.58,83,97
100692,200017,300692,72,81,71,76,80,76,80,78,79,78,76,74,-1.33,No,76.75,71,81
100693,200018,300693,92,84,93,93,95,96,96,84,99,100,88,96,-5,No,93,84,100
100694,200019,300694,81,80,89,81,90,88,88,84,76,84,80,87,-0.33,No,84,76,90
100695,200020,300695,63,78,78,85,51,73,58,58,69,50,81,72,5.33,No,68,50,85
100696,200021,300696,84,90,90,89,86,87,77,78,81,81,87,89,2.33,No,84.92,77,90
100697,200022,300697,85,91,81,91,85,94,82,89,93,88,81,84,1.33,No,87,81,94
100698,200023,300698,75,71,85,70,75,76,72,82,79,76,77,79,-0.33,No,76.42,70,85
100699,200024,300699,85,97,84,94,99,83,88,93,96,95,88,86,-1,No,90.67,83,99
100700,200025,300700,75,71,67,63,59,55,51,47,43,39,35,31,36,Yes,53,31,75
100701,200001,300701,97,99,86,96,90,88,90,93,97,99,89,93,0.33,No,93.08,86,99
100702,200002,300702,62,82,79,67,62,50,59,78,54,75,65,83,0,No,68,50,83
100703,200003,300703,92,91,91,78,79,86,91,88,86,89,82,90,4.33,No,86.92,78,92
100704,200004,300704,79,87,88,86,79,77,86,75,81,79,82,83,3.33,No,81.83,75,88
100705,200005,300705,75,84,82,72,80,71,72,85,79,82,83,74,0.67,No,78.25,71,85
100706,200006,300706,81,91,76,89,75,77,89,87,85,87,81,87,-2.33,No,83.75,75,91
100707,200007,300707,70,76,71,72,78,82,83,82,70,70,75,82,-3.33,No,75.92,70,83
100708,200008,300708,86,79,76,76,71,74,76,80,74,83,76,73,3,No,77,71,86
100709,200009,300709,67,59,78,72,61,63,52,84,63,78,53,83,-3.33,No,67.75,52,84
100710,200010,300710,91,87,83,79,75,71,67,63,59,55,51,47,36,Yes,69,47,91
100711,200011,300711,82,79,84,71,70,71,82,76,77,81,77,76,3.67,No,77.17,70,84
100712,200012,300712,70,82,70,70,79,75,71,76,72,74,74,70,1.33,No,73.58,70,82
100713,200013,300713,96,83,90,90,86,86,92,93,83,87,86,83,4.33,No,87.92,83,96
100714,200014,300714,88,83,78,90,88,78,90,84,92,85,80,86,-0.67,No,85.17,78,92
100715,200015,300715,98,88,89,93,100,96,100,90,92,95,90,97,-2.33,No,94,88,100
100716,200016,300716,74,58,71,61,70,80,54,71,51,78,74,82,-10.33,No,68.67,51,82
100717,200017,300717,94,100,87,94,87,90,96,94,100,94,89,88,3.33,No,92.75,87,100
100718,200018,300718,82,86,80,77,75,83,77,72,78,85,81,75,2.33,No,79.25,72,86
100719,200019,300719,85,76,91,88,84,75,82,85,85,82,81,76,4.33,No,82.5,75,91
100720,200020,300720,78,74,70,66,62,58,54,50,46,42,38,34,36,Yes,56,34,78
100721,200021,300721,86,90,84,79,88,74,76,89,76,80,75,78,9,No,81.25,74,90
100722,200022,300722,77,75,78,79,80,89,75,86,87,82,78,79,-3,No,80.42,75,89
100723,200023,300723,77,61,65,69,68,78,62,67,80,55,73,75,0,No,69.17,55,80
100724,200024,300724,84,94,93,92,95,92,83,94,79,91,92,81,2.33,No,89.17,79,95
100725,200025,300725,80,81,84,88,90,85,90,85,88,91,78,86,-3.33,No,85.5,78,91
100726,200001,300726,86,77,75,77,71,71,87,82,86,83,84,83,-4,No,80.17,71,87
100727,200002,300727,90,93,87,80,91,79,81,90,83,84,91,86,3,No,86.25,79,93
100728,200003,300728,94,93,89,79,90,91,85,85,93,79,89,78,10,No,87.08,78,94
100729,200004,300729,91,95,100,91,95,94,92,87,90,89,99,99,-0.33,No,93.5,87,100
100730,200005,300730,89,85,81,77,73,69,65,61,57,53,49,45,36,Yes,67,45,89
100731,200006,300731,85,75,82,74,82,77,78,85,81,78,82,71,3.67,No,79.17,71,85
100732,200007,300732,81,74,78,76,82,79,70,75,85,70,73,72,6,No,76.25,70,85
100733,200008,300733,96,93,89,93,85,85,91,85,84,86,95,85,4,No,88.92,84,96
100734,200009,300734,86,97,89,88,89,84,88,89,91,96,97,86,-2.33,No,90,84,97
100735,200010,300735,92,89,96,89,99,90,95,89,97,87,94,100,-1.33,No,93.08,87,100
100736,200011,300736,85,82,83,90,82,83,85,88,98,82,94,98,-8,No,87.5,82,98
100737,200012,300737,81,80,71,77,71,73,71,70,65,73,75,74,3.33,No,73.42,65,81
100738,200013,300738,87,97,96,89,86,100,98,90,86,89,100,94,-1,No,92.67,86,100
100739,200014,300739,85,88,89,90,87,80,74,84,74,85,75,84,6,No,82.92,74,90
100740,200015,300740,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
100741,200016,300741,89,86,76,85,87,89,77,86,83,80,78,90,1,No,83.83,76,90
100742,200017,300742,100,86,89,100,87,94,99,90,99,88,100,92,-1.67,No,93.67,86,100
100743,200018,300743,80,79,76,77,87,74,79,84,86,82,81,82,-3.33,No,80.58,74,87
100744,200019,300744,57,58,84,81,55,71,64,54,71,74,74,85,-11.33,No,69,54,85
100745,200020,300745,87,87,88,83,89,82,83,82,90,86,83,91,0.67,No,85.92,82,91
100746,200021,300746,81,83,71,80,72,77,83,84,81,82,75,87,-3,No,79.67,71,87
100747,200022,300747,93,89,98,86,100,96,90,95,93,100,100,90,-3.33,No,94.17,86,100
100748,200023,300748,95,90,87,96,95,100,89,94,100,92,100,95,-5,No,94.42,87,100
100749,200024,300749,80,89,83,85,86,80,84,94,91,88,84,79,0.33,No,85.25,79,94
100750,200025,300750,88,84,80,76,72,68,64,60,56,52,48,44,36,Yes,66,44,88
100751,200001,300751,71,77,80,72,75,75,54,83,68,68,62,85,4.33,No,72.5,54,85
100752,200002,300752,82,83,89,80,88,93,84,83,93,94,88,83,-3.67,No,86.67,80,94
100753,200003,300753,79,79,73,84,76,77,85,86,78,74,76,84,-1,No,79.25,73,86
100754,200004,300754,87,83,85,98,92,95,86,94,89,83,85,89,-0.67,No,88.83,83,98
100755,200005,300755,94,88,84,91,81,93,91,87,93,90,79,82,5,No,87.75,79,94
100756,200006,300756,72,73,85,86,77,70,85,78,73,75,82,85,-4,No,78.42,70,86
100757,200007,300757,100,96,91,90,97,89,92,99,87,99,100,100,-4,No,95,87,100
100758,200008,300758,83,84,57,63,57,61,61,50,85,78,70,57,6.33,No,67.17,50,85
100759,200009,300759,72,74,73,70,76,70,70,71,84,77,79,73,-3.33,No,74.08,70,84
100760,200010,300760,84,80,76,72,68,64,60,56,52,48,44,40,36,Yes,62,40,84
100761,200011,300761,74,76,70,83,76,81,71,82,77,83,78,83,-8,No,77.83,70,83
100762,200012,300762,76,74,80,74,79,77,82,79,77,79,84,81,-4.67,No,78.5,74,84
100763,200013,300763,84,73,79,79,83,76,83,85,73,79,84,75,-0.67,No,79.42,73,85
100764,200014,300764,90,86,92,90,95,100,89,97,88,94,97,96,-6.33,No,92.83,86,100
100765,200015,300765,65,54,67,57,84,57,85,76,54,71,55,73,-4.33,No,66.5,54,85
100766,200016,300766,85,81,84,85,77,80,89,84,89,80,80,82,2.67,No,83,77,89
100767,200017,300767,92,98,86,99,94,92,91,86,84,88,93,95,0,No,91.5,84,99
100768,200018,300768,83,84,87,76,80,72,88,76,76,76,84,80,4.67,No,80.17,72,88
100769,200019,300769,79,75,81,82,73,82,79,82,84,77,76,81,0.33,No,79.25,73,84
100770,200020,300770,87,83,79,75,71,67,63,59,55,51,47,43,36,Yes,65,43,87
100771,200021,300771,83,76,83,87,84,76,76,76,81,76,79,75,4,No,79.33,75,87
100772,200022,300772,68,85,81,50,77,82,58,80,81,82,84,57,3.67,No,73.75,50,85
100773,200023,300773,79,85,79,92,90,86,95,80,93,84,95,86,-7.33,No,87,79,95
100774,200024,300774,74,83,76,88,83,73,85,87,84,77,83,75,-0.67,No,80.67,73,88
100775,200025,300775,84,80,86,86,92,86,85,83,77,89,83,86,-2.67,No,84.75,77,92
100776,200001,300776,100,88,100,100,88,98,87,100,97,96,98,90,1.33,No,95.17,87,100
100777,200002,300777,78,72,79,78,70,70,80,82,73,70,83,83,-2.33,No,76.5,70,83
100778,200003,300778,84,74,86,71,75,79,78,86,83,82,80,82,0,No,80,71,86
100779,200004,300779,61,84,67,56,78,78,60,58,72,77,50,72,4.33,No,67.75,50,84
100780,200005,300780,77,73,69,65,61,57,53,49,45,41,37,33,36,Yes,55,33,77
100781,200006,300781,76,79,71,74,82,83,80,71,75,76,85,78,-4.33,No,77.5,71,85
100782,200007,300782,83,85,85,74,80,82,86,82,74,73,73,70,12.33,No,78.92,70,86
100783,200008,300783,75,82,87,71,78,72,81,84,71,84,86,80,-2,No,79.25,71,87
100784,200009,300784,91,78,89,83,80,92,81,83,84,79,84,83,4,No,83.92,78,92
100785,200010,300785,86,95,83,96,85,86,84,87,83,84,92,81,2.33,No,86.83,81,96
100786,200011,300786,62,59,77,51,62,55,53,74,76,83,69,64,-6,No,65.42,51,83
100787,200012,300787,84,87,89,75,90,87,75,83,77,82,85,82,3.67,No,83,75,90
100788,200013,300788,91,85,88,79,83,79,78,79,88,84,87,93,0,No,84.5,78,93
100789,200014,300789,78,88,80,83,90,86,85,84,78,78,75,79,4.67,No,82,75,90
100790,200015,300790,81,77,73,69,65,61,57,53,49,45,41,37,36,Yes,59,37,81
100791,200016,300791,89,94,89,85,86,84,90,80,81,82,81,79,10,No,85,79,94
100792,200017,300792,91,91,99,88,87,95,94,100,91,89,86,89,5.67,No,91.67,86,100
100793,200018,300793,76,85,66,85,72,73,78,57,77,54,80,76,5.67,No,73.25,54,85
100794,200019,300794,99,83,88,91,87,92,84,84,89,95,98,99,-7.33,No,90.75,83,99
100795,200020,300795,74,83,85,81,81,81,77,75,74,70,74,75,7.67,No,77.5,70,85
100796,200021,300796,85,100,99,100,100,93,94,92,94,93,88,90,4.33,No,94,85,100
100797,200022,300797,75,81,83,75,78,82,78,82,75,81,80,77,0.33,No,78.92,75,83
100798,200023,300798,78,78,77,70,75,71,80,76,77,70,70,78,5,No,75,70,80
100799,200024,300799,82,79,82,74,77,86,82,80,88,81,84,82,-1.33,No,81.42,74,88
100800,200025,300800,77,73,69,65,61,57,53,49,45,41,37,33,36,Yes,55,33,77
100801,200001,300801,97,89,99,92,98,96,89,100,87,100,90,99,-1.33,No,94.67,87,100
100802,200002,300802,77,78,87,77,81,72,81,77,77,84,78,74,2,No,78.58,72,87
100803,200003,300803,73,84,78,85,83,74,87,75,71,74,83,83,-1.67,No,79.17,71,87
100804,200004,300804,70,70,70,71,74,70,75,71,70,70,70,77,-2.33,No,71.5,70,77
100805,200005,300805,75,73,84,83,74,78,79,84,73,76,70,77,3,No,77.17,70,84
100806,200006,300806,90,87,88,90,96,90,100,100,91,87,94,87,-1,No,91.67,87,100
100807,200007,300807,77,74,59,72,68,64,74,57,81,60,57,64,9.67,No,67.25,57,81
100808,200008,300808,79,81,72,80,73,81,72,71,74,75,83,86,-4,No,77.25,71,86
100809,200009,300809,82,90,81,86,86,88,80,85,92,88,85,79,0.33,No,85.17,79,92
100810,200010,300810,71,67,63,59,55,51,47,43,39,35,31,30,35,Yes,49.25,30,71
100811,200011,300811,75,81,75,83,85,86,73,74,84,79,75,73,1.33,No,78.58,73,86
100812,200012,300812,81,82,89,88,87,92,90,92,90,87,81,84,0,No,86.92,81,92
100813,200013,300813,92,94,94,86,91,81,92,95,86,81,86,90,7.67,No,89,81,95
100814,200014,300814,63,51,73,85,80,58,57,53,72,73,58,68,-4,No,65.92,51,85
100815,200015,300815,85,94,88,87,88,82,85,84,85,93,81,94,-0.33,No,87.17,81,94
100816,200016,300816,79,81,80,93,83,78,82,89,82,80,85,80,-1.67,No,82.67,78,93
100817,200017,300817,80,71,72,82,71,83,76,82,80,77,81,70,-1.67,No,77.08,70,83
100818,200018,300818,79,80,77,77,81,92,81,76,88,89,90,84,-9,No,82.83,76,92
100819,200019,300819,100,94,92,98,90,93,87,100,97,89,91,97,3,No,94,87,100
100820,200020,300820,90,86,82,78,74,70,66,62,58,54,50,46,36,Yes,68,46,90
100821,200021,300821,64,75,61,85,54,79,80,70,75,74,60,53,4.33,No,69.17,53,85
100822,200022,300822,91,84,86,81,81,80,89,88,78,85,87,83,2,No,84.42,78,91
100823,200023,300823,87,86,90,84,93,90,90,85,91,92,86,85,0,No,88.25,84,93
100824,200024,300824,100,86,86,95,87,94,85,96,94,97,100,91,-5.33,No,92.58,85,100
100825,200025,300825,89,88,81,80,87,90,93,80,93,81,77,89,3.67,No,85.67,77,93
100826,200001,300826,83,91,87,86,96,84,84,89,88,86,87,98,-3.33,No,88.25,83,98
100827,200002,300827,99,93,97,87,93,92,94,96,84,95,90,89,5,No,92.42,84,99
100828,200003,300828,54,59,81,56,50,59,69,85,55,81,56,79,-7.33,No,65.33,50,85
100829,200004,300829,82,86,82,79,85,88,88,79,79,82,91,85,-2.67,No,83.83,79,91
100830,200005,300830,86,82,78,74,70,66,62,58,54,50,46,42,36,Yes,64,42,86
100831,200006,300831,89,79,78,90,76,86,84,87,88,79,89,86,-2.67,No,84.25,76,90
100832,200007,300832,93,94,85,96,99,97,91,84,84,90,83,87,4,No,90.25,83,99
100833,200008,300833,79,82,75,82,72,77,82,84,72,81,84,84,-4.33,No,79.5,72,84
100834,200009,300834,100,90,89,92,90,99,100,93,99,97,89,97,-1.33,No,94.58,89,100
100835,200010,300835,81,63,80,57,67,79,52,84,59,80,59,63,7.33,No,68.67,52,84
100836,200011,300836,78,89,78,88,90,92,83,78,83,77,90,85,-2.33,No,84.25,77,92
100837,200012,300837,80,77,79,77,83,87,77,84,89,88,91,81,-8,No,82.75,77,91
100838,200013,300838,80,76,77,88,85,84,80,81,86,88,90,90,-11.67,No,83.75,76,90
100839,200014,300839,89,97,95,96,84,90,86,88,94,94,84,88,5,No,90.42,84,97
100840,200015,300840,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
100841,200016,300841,86,81,74,84,79,87,71,85,75,85,74,72,3.33,No,79.42,71,87
100842,200017,300842,62,76,84,60,74,63,72,63,62,50,73,73,8.67,No,67.67,50,84
100843,200018,300843,76,76,83,70,82,81,80,80,78,78,80,83,-2,No,78.92,70,83
100844,200019,300844,80,82,91,90,88,82,82,90,89,86,90,86,-3,No,86.33,80,91
100845,200020,300845,89,88,89,88,86,99,89,100,89,100,100,87,-7,No,92,86,100
100846,200021,300846,89,82,83,90,88,79,82,91,79,87,90,89,-4,No,85.75,79,91
100847,200022,300847,99,87,98,94,100,96,95,95,96,100,94,87,1,No,95.08,87,100
100848,200023,300848,81,80,80,84,91,96,90,90,85,93,87,92,-10.33,No,87.42,80,96
100849,200024,300849,75,53,77,58,74,61,75,70,83,60,77,64,1.33,No,68.92,53,83
100850,200025,300850,74,70,66,62,58,54,50,46,42,38,34,30,36,Yes,52,30,74
100851,200001,300851,87,74,83,79,76,81,77,73,73,71,84,71,6,No,77.42,71,87
100852,200002,300852,91,87,89,99,87,91,100,98,92,94,94,96,-5.67,No,93.17,87,100
100853,200003,300853,80,85,81,74,81,75,77,73,76,76,87,76,2.33,No,78.42,73,87
100854,200004,300854,74,79,78,75,72,72,85,81,76,82,73,85,-3,No,77.67,72,85
100855,200005,300855,80,70,82,70,73,80,79,77,81,72,72,76,4,No,76,70,82
100856,200006,300856,61,52,57,71,72,80,84,50,60,83,66,57,-12,No,66.08,50,84
100857,200007,300857,73,73,89,89,77,79,84,76,79,73,83,77,0.67,No,79.33,73,89
100858,200008,300858,76,78,82,82,89,80,76,85,83,88,89,87,-9.33,No,82.92,76,89
100859,200009,300859,95,89,91,88,89,91,95,86,92,88,89,98,0,No,90.92,86,98
100860,200010,300860,84,80,76,72,68,64,60,56,52,48,44,40,36,Yes,62,40,84
100861,200011,300861,94,89,91,84,93,94,87,92,92,83,95,86,3.33,No,90,83,95
100862,200012,300862,84,76,81,77,84,79,80,70,71,73,78,81,3,No,77.83,70,84
100863,200013,300863,72,65,54,63,73,73,59,70,57,50,70,50,7,No,63,50,73
100864,200014,300864,83,91,87,84,79,89,86,83,93,83,80,85,4.33,No,85.25,79,93
100865,200015,300865,88,99,99,96,96,92,92,87,100,100,87,94,1.67,No,94.17,87,100
100866,200016,300866,83,83,94,85,90,92,87,80,89,80,80,94,2,No,86.42,80,94
100867,200017,300867,80,88,77,92,77,86,76,78,91,79,89,85,-2.67,No,83.17,76,92
100868,200018,300868,85,86,87,77,85,90,76,87,84,89,90,78,0.33,No,84.5,76,90
100869,200019,300869,81,78,85,79,78,82,81,88,91,85,83,80,-1.33,No,82.58,78,91
100870,200020,300870,77,73,69,65,61,57,53,49,45,41,37,33,36,Yes,55,33,77
100871,200021,300871,78,79,86,79,81,79,87,80,86,88,90,86,-7,No,83.25,78,90
100872,200022,300872,76,86,75,76,82,76,85,86,75,88,88,79,-6,No,81,75,88
100873,200023,300873,100,100,93,95,100,92,87,93,94,87,96,92,6,No,94.08,87,100
100874,200024,300874,93,89,89,100,88,93,87,93,100,99,93,100,-7,No,93.67,87,100
100875,200025,300875,80,76,86,86,80,79,84,74,86,73,74,77,6,No,79.58,73,86
100876,200001,300876,90,92,94,84,90,84,80,86,91,83,87,81,8.33,No,86.83,80,94
100877,200002,300877,79,56,57,65,51,79,61,67,51,80,83,78,-16.33,No,67.25,51,83
100878,200003,300878,86,81,80,89,91,84,82,90,94,91,94,88,-8.67,No,87.5,80,94
100879,200004,300879,82,76,79,71,70,80,81,74,77,74,80,73,3.33,No,76.42,70,82
100880,200005,300880,90,86,82,78,74,70,66,62,58,54,50,46,36,Yes,68,46,90
100881,200006,300881,91,90,91,88,78,76,82,78,82,78,76,76,14,No,82.17,76,91
100882,200007,300882,93,92,87,88,93,92,97,97,97,88,92,93,-0.33,No,92.42,87,97
100883,200008,300883,88,87,88,93,91,91,82,85,87,98,97,91,-7.67,No,89.83,82,98
100884,200009,300884,60,70,54,60,61,71,79,59,50,80,77,71,-14.67,No,66,50,80
100885,200010,300885,72,75,70,72,70,78,82,70,82,74,82,70,-3,No,74.75,70,82
100886,200011,300886,70,77,75,84,84,73,72,71,71,77,78,82,-5,No,76.17,70,84
