assessment_id,student_id,subject,assessment_type,date,max_marks,obtained_marks,percentage,grade,term,remarks
ASS_INST_002_015114,STU_INST_002_1011,Chemistry,Assignment,2025-09-05,80,36,45.2,C2,First Term,Needs Improvement
ASS_INST_002_015115,STU_INST_002_1011,Physics,Final Exam,2025-06-15,20,8,44.6,C2,Final Term,Needs Improvement
ASS_INST_002_015116,STU_INST_002_1011,Physics,Viva Voce,2025-06-21,25,11,44.9,C2,Final Term,Needs Improvement
ASS_INST_002_015117,STU_INST_002_1011,Physics,Internal Assessment,2025-09-08,100,68,68.5,B2,Second Term,Good
ASS_INST_002_015118,STU_INST_002_1011,Economics,Assignment,2025-08-01,80,22,28.4,D,Final Term,Needs Improvement
ASS_INST_002_015119,STU_INST_002_1011,Social Studies,Unit Test,2025-07-29,20,13,65.7,B2,Final Term,Good
ASS_INST_002_015120,STU_INST_002_1011,Social Studies,Practical Exam,2025-09-11,50,25,51.9,C1,First Term,Satisfactory
ASS_INST_002_015121,STU_INST_002_1011,Economics,Internal Assessment,2025-09-13,20,12,62.5,B2,First Term,Good
ASS_INST_002_015122,STU_INST_002_1011,Physics,Unit Test,2025-07-05,80,30,37.8,D,Second Term,Needs Improvement
ASS_INST_002_015123,STU_INST_002_1012,Mathematics,Quiz,2025-08-29,20,16,80.9,A2,Second Term,Excellent
ASS_INST_002_015124,STU_INST_002_1012,Science,Viva Voce,2025-06-17,50,15,30.6,D,First Term,Needs Improvement
ASS_INST_002_015125,STU_INST_002_1012,Sanskrit,Internal Assessment,2025-07-10,100,31,31.5,D,Final Term,Needs Improvement
ASS_INST_002_015126,STU_INST_002_1012,Physics,Half Yearly Exam,2025-07-04,100,16,16.2,D,Final Term,Needs Improvement
ASS_INST_002_015127,STU_INST_002_1012,Physics,Unit Test,2025-07-13,100,30,30.3,D,Final Term,Needs Improvement
ASS_INST_002_015128,STU_INST_002_1012,Accountancy,Final Exam,2025-05-20,20,3,17.2,D,Final Term,Needs Improvement
ASS_INST_002_015129,STU_INST_002_1012,Economics,Half Yearly Exam,2025-06-18,25,17,71.6,B1,First Term,Very Good
ASS_INST_002_015130,STU_INST_002_1012,Physics,Assignment,2025-08-12,20,0,0.3,D,Final Term,Needs Improvement
ASS_INST_002_015131,STU_INST_002_1012,Computer Science,Project Work,2025-06-12,80,0,0.0,D,Second Term,Needs Improvement
ASS_INST_002_015132,STU_INST_002_1012,Chemistry,Internal Assessment,2025-05-30,100,22,22.6,D,Final Term,Needs Improvement
ASS_INST_002_015133,STU_INST_002_1012,Sanskrit,Unit Test,2025-06-14,25,9,39.2,D,Final Term,Needs Improvement
ASS_INST_002_015134,STU_INST_002_1012,English,Final Exam,2025-07-07,100,57,57.0,C1,Final Term,Satisfactory
ASS_INST_002_015135,STU_INST_002_1012,Computer Science,Quiz,2025-07-17,25,8,35.1,D,Final Term,Needs Improvement
ASS_INST_002_015136,STU_INST_002_1013,Science,Half Yearly Exam,2025-08-13,100,48,48.0,C2,Second Term,Needs Improvement
ASS_INST_002_015137,STU_INST_002_1013,English,Half Yearly Exam,2025-08-08,25,13,54.1,C1,First Term,Satisfactory
ASS_INST_002_015138,STU_INST_002_1013,Hindi,Internal Assessment,2025-05-29,50,33,67.9,B2,Second Term,Good
ASS_INST_002_015139,STU_INST_002_1013,Physics,Project Work,2025-09-03,80,26,32.9,D,Final Term,Needs Improvement
ASS_INST_002_015140,STU_INST_002_1013,Physics,Unit Test,2025-05-31,25,17,71.7,B1,Final Term,Very Good
ASS_INST_002_015141,STU_INST_002_1013,Accountancy,Assignment,2025-07-22,50,10,20.5,D,Final Term,Needs Improvement
ASS_INST_002_015142,STU_INST_002_1013,Biology,Internal Assessment,2025-08-24,80,39,49.6,C2,Final Term,Needs Improvement
ASS_INST_002_015143,STU_INST_002_1013,Economics,Viva Voce,2025-08-05,20,10,52.2,C1,Final Term,Satisfactory
ASS_INST_002_015144,STU_INST_002_1013,Social Studies,Quiz,2025-08-03,25,7,28.3,D,Second Term,Needs Improvement
ASS_INST_002_015145,STU_INST_002_1013,Economics,Project Work,2025-06-28,100,54,54.6,C1,Second Term,Satisfactory
ASS_INST_002_015146,STU_INST_002_1013,Mathematics,Internal Assessment,2025-06-28,50,23,46.1,C2,First Term,Needs Improvement
ASS_INST_002_015147,STU_INST_002_1013,Chemistry,Internal Assessment,2025-06-20,80,46,58.4,C1,First Term,Satisfactory
ASS_INST_002_015148,STU_INST_002_1013,Physics,Project Work,2025-06-28,25,14,59.2,C1,Final Term,Satisfactory
ASS_INST_002_015149,STU_INST_002_1013,Accountancy,Final Exam,2025-07-15,20,12,60.7,B2,Final Term,Good
ASS_INST_002_015150,STU_INST_002_1013,Computer Science,Final Exam,2025-09-09,50,22,44.9,C2,Final Term,Needs Improvement
ASS_INST_002_015151,STU_INST_002_1014,Chemistry,Project Work,2025-08-06,50,36,72.5,B1,Second Term,Very Good
ASS_INST_002_015152,STU_INST_002_1014,Computer Science,Project Work,2025-08-01,20,18,91.6,A1,Final Term,Outstanding
ASS_INST_002_015153,STU_INST_002_1014,Biology,Viva Voce,2025-06-06,25,21,84.1,A2,First Term,Excellent
ASS_INST_002_015154,STU_INST_002_1014,Biology,Viva Voce,2025-07-19,20,15,75.2,B1,Final Term,Very Good
ASS_INST_002_015155,STU_INST_002_1014,Science,Project Work,2025-05-25,20,10,52.4,C1,Final Term,Satisfactory
ASS_INST_002_015156,STU_INST_002_1014,Computer Science,Quiz,2025-08-09,50,11,23.1,D,First Term,Needs Improvement
ASS_INST_002_015157,STU_INST_002_1014,Chemistry,Project Work,2025-05-27,20,6,34.0,D,Final Term,Needs Improvement
ASS_INST_002_015158,STU_INST_002_1014,Science,Unit Test,2025-06-22,25,20,81.3,A2,Second Term,Excellent
ASS_INST_002_015159,STU_INST_002_1014,Chemistry,Quiz,2025-06-28,100,55,55.3,C1,Final Term,Satisfactory
ASS_INST_002_015160,STU_INST_002_1014,Economics,Viva Voce,2025-08-07,20,9,46.7,C2,Second Term,Needs Improvement
ASS_INST_002_015161,STU_INST_002_1014,English,Project Work,2025-09-03,20,11,58.0,C1,Second Term,Satisfactory
ASS_INST_002_015162,STU_INST_002_1014,Computer Science,Half Yearly Exam,2025-09-02,25,16,67.3,B2,First Term,Good
ASS_INST_002_015163,STU_INST_002_1014,Science,Assignment,2025-06-16,50,35,71.3,B1,First Term,Very Good
ASS_INST_002_015164,STU_INST_002_1014,Mathematics,Unit Test,2025-07-29,50,28,56.5,C1,First Term,Satisfactory
ASS_INST_002_015165,STU_INST_002_1015,Mathematics,Practical Exam,2025-06-29,20,16,82.1,A2,Final Term,Excellent
ASS_INST_002_015166,STU_INST_002_1015,Computer Science,Assignment,2025-06-13,80,49,61.7,B2,Second Term,Good
ASS_INST_002_015167,STU_INST_002_1015,Science,Half Yearly Exam,2025-06-03,80,48,61.1,B2,First Term,Good
ASS_INST_002_015168,STU_INST_002_1015,Sanskrit,Final Exam,2025-09-11,80,39,49.0,C2,First Term,Needs Improvement
ASS_INST_002_015169,STU_INST_002_1015,Economics,Project Work,2025-07-20,25,25,100.0,A1,Final Term,Outstanding
ASS_INST_002_015170,STU_INST_002_1015,Social Studies,Monthly Test,2025-05-20,25,15,62.7,B2,Final Term,Good
ASS_INST_002_015171,STU_INST_002_1015,Science,Monthly Test,2025-05-25,20,15,75.4,B1,Final Term,Very Good
ASS_INST_002_015172,STU_INST_002_1015,Computer Science,Practical Exam,2025-06-18,80,54,68.7,B2,First Term,Good
ASS_INST_002_015173,STU_INST_002_1015,Biology,Internal Assessment,2025-07-24,80,70,88.0,A2,Second Term,Excellent
ASS_INST_002_015174,STU_INST_002_1015,English,Practical Exam,2025-06-16,100,50,50.4,C1,Second Term,Satisfactory
ASS_INST_002_015175,STU_INST_002_1015,Accountancy,Quiz,2025-08-09,25,18,75.1,B1,Final Term,Very Good
ASS_INST_002_015176,STU_INST_002_1015,Sanskrit,Quiz,2025-06-22,50,29,60.0,C1,Final Term,Satisfactory
ASS_INST_002_015177,STU_INST_002_1015,Physics,Final Exam,2025-09-07,50,34,69.0,B2,Second Term,Good
ASS_INST_002_015178,STU_INST_002_1015,Economics,Monthly Test,2025-07-20,50,29,59.4,C1,First Term,Satisfactory
ASS_INST_002_015179,STU_INST_002_1015,Chemistry,Final Exam,2025-08-20,100,100,100.0,A1,Second Term,Outstanding
ASS_INST_002_015180,STU_INST_002_1015,English,Monthly Test,2025-08-25,100,63,63.6,B2,Final Term,Good
ASS_INST_002_015181,STU_INST_002_1016,Science,Project Work,2025-08-18,50,7,15.5,D,First Term,Needs Improvement
ASS_INST_002_015182,STU_INST_002_1016,Biology,Monthly Test,2025-06-10,50,20,41.2,C2,Final Term,Needs Improvement
ASS_INST_002_015183,STU_INST_002_1016,Accountancy,Practical Exam,2025-09-14,25,11,45.9,C2,Final Term,Needs Improvement
ASS_INST_002_015184,STU_INST_002_1016,Social Studies,Practical Exam,2025-09-06,80,36,45.9,C2,Final Term,Needs Improvement
ASS_INST_002_015185,STU_INST_002_1016,Mathematics,Final Exam,2025-07-21,25,5,20.6,D,First Term,Needs Improvement
ASS_INST_002_015186,STU_INST_002_1016,Sanskrit,Assignment,2025-06-17,25,5,22.2,D,Final Term,Needs Improvement
ASS_INST_002_015187,STU_INST_002_1016,Computer Science,Half Yearly Exam,2025-07-17,20,15,77.0,B1,First Term,Very Good
ASS_INST_002_015188,STU_INST_002_1016,Chemistry,Monthly Test,2025-06-11,80,31,39.4,D,Final Term,Needs Improvement
ASS_INST_002_015189,STU_INST_002_1016,Biology,Quiz,2025-08-28,25,10,41.3,C2,Final Term,Needs Improvement
ASS_INST_002_015190,STU_INST_002_1016,Mathematics,Assignment,2025-07-04,50,40,81.1,A2,Second Term,Excellent
ASS_INST_002_015191,STU_INST_002_1016,Social Studies,Half Yearly Exam,2025-06-13,100,57,57.9,C1,Second Term,Satisfactory
ASS_INST_002_015192,STU_INST_002_1016,Science,Internal Assessment,2025-08-27,50,21,42.9,C2,First Term,Needs Improvement
ASS_INST_002_015193,STU_INST_002_1016,Chemistry,Monthly Test,2025-06-05,100,47,47.7,C2,First Term,Needs Improvement
ASS_INST_002_015194,STU_INST_002_1016,Hindi,Final Exam,2025-06-01,80,63,79.4,B1,Final Term,Very Good
ASS_INST_002_015195,STU_INST_002_1016,Sanskrit,Assignment,2025-07-12,50,16,32.1,D,Final Term,Needs Improvement
ASS_INST_002_015196,STU_INST_002_1017,Chemistry,Monthly Test,2025-06-27,100,45,45.8,C2,Second Term,Needs Improvement
ASS_INST_002_015197,STU_INST_002_1017,Mathematics,Assignment,2025-06-04,100,43,43.0,C2,Final Term,Needs Improvement
ASS_INST_002_015198,STU_INST_002_1017,Mathematics,Monthly Test,2025-06-24,100,31,31.8,D,Final Term,Needs Improvement
ASS_INST_002_015199,STU_INST_002_1017,Social Studies,Half Yearly Exam,2025-08-08,80,16,20.9,D,Final Term,Needs Improvement
ASS_INST_002_015200,STU_INST_002_1017,Mathematics,Practical Exam,2025-09-14,20,7,38.0,D,First Term,Needs Improvement
ASS_INST_002_015201,STU_INST_002_1017,Science,Project Work,2025-09-04,100,30,30.7,D,Second Term,Needs Improvement
ASS_INST_002_015202,STU_INST_002_1017,Social Studies,Final Exam,2025-08-28,50,21,43.7,C2,Second Term,Needs Improvement
ASS_INST_002_015203,STU_INST_002_1017,English,Assignment,2025-09-08,80,1,1.3,D,Second Term,Needs Improvement
ASS_INST_002_015204,STU_INST_002_1017,Science,Viva Voce,2025-06-28,25,22,88.0,A2,Second Term,Excellent
ASS_INST_002_015205,STU_INST_002_1017,Social Studies,Unit Test,2025-06-10,25,10,41.5,C2,First Term,Needs Improvement
ASS_INST_002_015206,STU_INST_002_1017,Chemistry,Monthly Test,2025-06-24,80,31,39.5,D,Second Term,Needs Improvement
ASS_INST_002_015207,STU_INST_002_1017,Economics,Quiz,2025-05-27,80,54,67.7,B2,Final Term,Good
ASS_INST_002_015208,STU_INST_002_1017,Science,Practical Exam,2025-06-18,100,19,19.5,D,Final Term,Needs Improvement
ASS_INST_002_015209,STU_INST_002_1017,Computer Science,Project Work,2025-08-26,100,18,18.2,D,Second Term,Needs Improvement
ASS_INST_002_015210,STU_INST_002_1017,Sanskrit,Quiz,2025-08-08,25,6,24.9,D,Second Term,Needs Improvement
ASS_INST_002_015211,STU_INST_002_1018,Chemistry,Unit Test,2025-07-20,100,85,85.8,A2,Second Term,Excellent
ASS_INST_002_015212,STU_INST_002_1018,English,Final Exam,2025-08-31,100,45,45.0,C2,Second Term,Needs Improvement
ASS_INST_002_015213,STU_INST_002_1018,Accountancy,Practical Exam,2025-06-15,100,96,96.3,A1,Second Term,Outstanding
ASS_INST_002_015214,STU_INST_002_1018,Economics,Viva Voce,2025-09-03,20,7,37.1,D,Second Term,Needs Improvement
ASS_INST_002_015215,STU_INST_002_1018,Social Studies,Monthly Test,2025-09-03,20,0,0.0,D,Second Term,Needs Improvement
ASS_INST_002_015216,STU_INST_002_1018,Biology,Unit Test,2025-08-12,25,4,16.4,D,First Term,Needs Improvement
ASS_INST_002_015217,STU_INST_002_1018,Mathematics,Assignment,2025-09-03,80,45,57.3,C1,Second Term,Satisfactory
ASS_INST_002_015218,STU_INST_002_1018,English,Project Work,2025-09-11,100,58,58.3,C1,Final Term,Satisfactory
ASS_INST_002_015219,STU_INST_002_1018,Physics,Monthly Test,2025-08-26,25,13,53.2,C1,Second Term,Satisfactory
ASS_INST_002_015220,STU_INST_002_1018,Biology,Assignment,2025-07-03,25,7,28.2,D,First Term,Needs Improvement
ASS_INST_002_015221,STU_INST_002_1018,Computer Science,Quiz,2025-08-11,20,5,25.2,D,Second Term,Needs Improvement
ASS_INST_002_015222,STU_INST_002_1018,Science,Project Work,2025-06-15,50,10,20.7,D,Final Term,Needs Improvement
ASS_INST_002_015223,STU_INST_002_1018,Physics,Unit Test,2025-07-17,25,10,41.0,C2,Final Term,Needs Improvement
ASS_INST_002_015224,STU_INST_002_1018,Computer Science,Project Work,2025-06-06,80,42,53.0,C1,Second Term,Satisfactory
ASS_INST_002_015225,STU_INST_002_1018,Hindi,Quiz,2025-09-07,50,34,69.8,B2,Second Term,Good
ASS_INST_002_015226,STU_INST_002_1018,Chemistry,Unit Test,2025-06-18,20,12,63.7,B2,Final Term,Good
ASS_INST_002_015227,STU_INST_002_1018,English,Final Exam,2025-05-24,100,49,50.0,C2,First Term,Needs Improvement
ASS_INST_002_015228,STU_INST_002_1019,Hindi,Final Exam,2025-06-16,20,17,85.4,A2,Final Term,Excellent
ASS_INST_002_015229,STU_INST_002_1019,Chemistry,Half Yearly Exam,2025-07-30,20,7,38.1,D,First Term,Needs Improvement
ASS_INST_002_015230,STU_INST_002_1019,Accountancy,Viva Voce,2025-07-29,80,0,0.0,D,Final Term,Needs Improvement
ASS_INST_002_015231,STU_INST_002_1019,Accountancy,Half Yearly Exam,2025-07-02,25,3,13.2,D,Final Term,Needs Improvement
ASS_INST_002_015232,STU_INST_002_1019,Chemistry,Internal Assessment,2025-06-24,25,9,39.1,D,Final Term,Needs Improvement
ASS_INST_002_015233,STU_INST_002_1019,English,Monthly Test,2025-08-25,20,2,13.1,D,First Term,Needs Improvement
ASS_INST_002_015234,STU_INST_002_1019,Social Studies,Internal Assessment,2025-08-09,20,12,60.9,B2,Second Term,Good
ASS_INST_002_015235,STU_INST_002_1019,Sanskrit,Viva Voce,2025-08-20,20,8,41.3,C2,Final Term,Needs Improvement
ASS_INST_002_015236,STU_INST_002_1019,Chemistry,Half Yearly Exam,2025-08-16,50,30,61.4,B2,Second Term,Good
ASS_INST_002_015237,STU_INST_002_1019,Computer Science,Practical Exam,2025-09-10,50,21,42.1,C2,Second Term,Needs Improvement
ASS_INST_002_015238,STU_INST_002_1019,Sanskrit,Unit Test,2025-06-04,20,0,0.0,D,First Term,Needs Improvement
ASS_INST_002_015239,STU_INST_002_1019,Economics,Monthly Test,2025-05-26,20,12,64.4,B2,Second Term,Good
ASS_INST_002_015240,STU_INST_002_1019,Physics,Unit Test,2025-08-08,25,9,36.1,D,First Term,Needs Improvement
ASS_INST_002_015241,STU_INST_002_1020,Accountancy,Unit Test,2025-07-31,80,53,66.3,B2,Second Term,Good
ASS_INST_002_015242,STU_INST_002_1020,Sanskrit,Practical Exam,2025-06-07,100,74,75.0,B1,Final Term,Very Good
ASS_INST_002_015243,STU_INST_002_1020,English,Monthly Test,2025-09-14,20,12,63.9,B2,Final Term,Good
ASS_INST_002_015244,STU_INST_002_1020,Biology,Practical Exam,2025-09-13,100,76,76.6,B1,First Term,Very Good
ASS_INST_002_015245,STU_INST_002_1020,Hindi,Assignment,2025-06-08,100,70,70.7,B1,Second Term,Very Good
ASS_INST_002_015246,STU_INST_002_1020,Accountancy,Quiz,2025-05-22,100,65,65.6,B2,First Term,Good
ASS_INST_002_015247,STU_INST_002_1020,Biology,Internal Assessment,2025-07-01,100,40,40.6,C2,Final Term,Needs Improvement
ASS_INST_002_015248,STU_INST_002_1020,Sanskrit,Quiz,2025-09-12,100,67,67.2,B2,Final Term,Good
ASS_INST_002_015249,STU_INST_002_1020,Computer Science,Assignment,2025-06-14,20,12,64.3,B2,Final Term,Good
ASS_INST_002_015250,STU_INST_002_1020,Computer Science,Project Work,2025-09-15,80,63,79.0,B1,First Term,Very Good
ASS_INST_002_015251,STU_INST_002_1020,Computer Science,Internal Assessment,2025-07-04,80,64,80.8,A2,Second Term,Excellent
ASS_INST_002_015252,STU_INST_002_1020,Computer Science,Internal Assessment,2025-06-16,100,63,63.0,B2,Second Term,Good
ASS_INST_002_015253,STU_INST_002_1020,Sanskrit,Half Yearly Exam,2025-07-02,50,30,60.9,B2,Final Term,Good
ASS_INST_002_015254,STU_INST_002_1020,Economics,Project Work,2025-09-13,80,70,88.3,A2,Second Term,Excellent
ASS_INST_002_015255,STU_INST_002_1020,Hindi,Unit Test,2025-07-05,50,39,79.5,B1,First Term,Very Good
ASS_INST_002_015256,STU_INST_002_1020,Social Studies,Final Exam,2025-05-28,50,27,54.7,C1,Final Term,Satisfactory
ASS_INST_002_015257,STU_INST_002_1020,Social Studies,Half Yearly Exam,2025-06-13,80,30,38.3,D,Second Term,Needs Improvement
ASS_INST_002_015258,STU_INST_002_1021,Biology,Quiz,2025-06-04,50,45,90.6,A1,First Term,Outstanding
ASS_INST_002_015259,STU_INST_002_1021,Economics,Assignment,2025-07-11,100,72,72.7,B1,First Term,Very Good
ASS_INST_002_015260,STU_INST_002_1021,Physics,Practical Exam,2025-07-03,80,59,74.9,B1,First Term,Very Good
ASS_INST_002_015261,STU_INST_002_1021,English,Quiz,2025-08-11,50,18,37.7,D,First Term,Needs Improvement
ASS_INST_002_015262,STU_INST_002_1021,Physics,Half Yearly Exam,2025-08-09,25,18,72.5,B1,Final Term,Very Good
ASS_INST_002_015263,STU_INST_002_1021,Biology,Final Exam,2025-05-22,25,10,40.5,C2,Second Term,Needs Improvement
ASS_INST_002_015264,STU_INST_002_1021,Sanskrit,Assignment,2025-08-09,80,61,77.2,B1,Second Term,Very Good
ASS_INST_002_015265,STU_INST_002_1021,Hindi,Practical Exam,2025-09-02,100,55,55.7,C1,Second Term,Satisfactory
ASS_INST_002_015266,STU_INST_002_1021,English,Quiz,2025-09-10,20,6,34.0,D,Second Term,Needs Improvement
ASS_INST_002_015267,STU_INST_002_1021,Computer Science,Final Exam,2025-09-06,80,49,61.3,B2,Second Term,Good
ASS_INST_002_015268,STU_INST_002_1021,Science,Practical Exam,2025-09-13,25,16,67.4,B2,First Term,Good
ASS_INST_002_015269,STU_INST_002_1021,Sanskrit,Internal Assessment,2025-07-13,20,13,68.9,B2,First Term,Good
ASS_INST_002_015270,STU_INST_002_1021,Physics,Internal Assessment,2025-07-25,25,14,58.9,C1,Second Term,Satisfactory
ASS_INST_002_015271,STU_INST_002_1021,Economics,Viva Voce,2025-08-11,50,10,21.5,D,Second Term,Needs Improvement
ASS_INST_002_015272,STU_INST_002_1022,Mathematics,Practical Exam,2025-06-24,80,70,87.8,A2,Final Term,Excellent
ASS_INST_002_015273,STU_INST_002_1022,English,Half Yearly Exam,2025-06-09,20,14,72.5,B1,First Term,Very Good
ASS_INST_002_015274,STU_INST_002_1022,Chemistry,Internal Assessment,2025-06-19,100,62,62.4,B2,First Term,Good
ASS_INST_002_015275,STU_INST_002_1022,Computer Science,Final Exam,2025-05-22,80,67,84.5,A2,Second Term,Excellent
ASS_INST_002_015276,STU_INST_002_1022,Computer Science,Monthly Test,2025-07-17,80,30,37.8,D,Final Term,Needs Improvement
ASS_INST_002_015277,STU_INST_002_1022,Science,Unit Test,2025-07-04,25,13,54.8,C1,First Term,Satisfactory
ASS_INST_002_015278,STU_INST_002_1022,Hindi,Half Yearly Exam,2025-06-09,80,63,79.5,B1,First Term,Very Good
ASS_INST_002_015279,STU_INST_002_1022,Mathematics,Half Yearly Exam,2025-07-31,80,80,100.0,A1,First Term,Outstanding
ASS_INST_002_015280,STU_INST_002_1022,Science,Monthly Test,2025-05-30,80,42,53.1,C1,Second Term,Satisfactory
ASS_INST_002_015281,STU_INST_002_1022,Economics,Practical Exam,2025-08-25,50,14,29.3,D,Final Term,Needs Improvement
ASS_INST_002_015282,STU_INST_002_1022,Sanskrit,Unit Test,2025-05-30,25,18,74.5,B1,Final Term,Very Good
ASS_INST_002_015283,STU_INST_002_1022,Economics,Half Yearly Exam,2025-07-23,80,68,86.2,A2,Final Term,Excellent
ASS_INST_002_015284,STU_INST_002_1022,Accountancy,Viva Voce,2025-07-16,50,14,29.5,D,First Term,Needs Improvement
ASS_INST_002_015285,STU_INST_002_1022,Science,Monthly Test,2025-05-25,50,29,58.8,C1,Final Term,Satisfactory
ASS_INST_002_015286,STU_INST_002_1022,Sanskrit,Assignment,2025-07-31,80,65,81.5,A2,Final Term,Excellent
ASS_INST_002_015287,STU_INST_002_1023,English,Project Work,2025-05-29,25,19,79.3,B1,Final Term,Very Good
ASS_INST_002_015288,STU_INST_002_1023,Chemistry,Monthly Test,2025-05-24,20,4,24.3,D,Final Term,Needs Improvement
ASS_INST_002_015289,STU_INST_002_1023,Physics,Practical Exam,2025-08-30,20,9,48.2,C2,Second Term,Needs Improvement
ASS_INST_002_015290,STU_INST_002_1023,Accountancy,Final Exam,2025-05-20,100,43,43.7,C2,Second Term,Needs Improvement
ASS_INST_002_015291,STU_INST_002_1023,Hindi,Internal Assessment,2025-05-25,20,6,34.4,D,First Term,Needs Improvement
ASS_INST_002_015292,STU_INST_002_1023,Economics,Unit Test,2025-05-21,100,56,56.4,C1,Second Term,Satisfactory
ASS_INST_002_015293,STU_INST_002_1023,English,Final Exam,2025-06-17,50,29,58.7,C1,Final Term,Satisfactory
ASS_INST_002_015294,STU_INST_002_1023,Biology,Project Work,2025-07-07,50,42,85.0,A2,Final Term,Excellent
ASS_INST_002_015295,STU_INST_002_1023,Computer Science,Internal Assessment,2025-08-19,80,7,9.0,D,First Term,Needs Improvement
ASS_INST_002_015296,STU_INST_002_1023,Physics,Half Yearly Exam,2025-06-14,50,31,62.3,B2,First Term,Good
ASS_INST_002_015297,STU_INST_002_1023,Economics,Monthly Test,2025-09-02,25,9,38.3,D,First Term,Needs Improvement
ASS_INST_002_015298,STU_INST_002_1023,Computer Science,Final Exam,2025-07-15,50,15,31.5,D,Second Term,Needs Improvement
ASS_INST_002_015299,STU_INST_002_1023,Sanskrit,Project Work,2025-08-04,80,38,47.8,C2,First Term,Needs Improvement
ASS_INST_002_015300,STU_INST_002_1023,Science,Assignment,2025-06-24,25,14,57.8,C1,Second Term,Satisfactory
ASS_INST_002_015301,STU_INST_002_1023,Science,Project Work,2025-07-03,20,8,42.1,C2,First Term,Needs Improvement
ASS_INST_002_015302,STU_INST_002_1023,Economics,Practical Exam,2025-07-09,20,9,47.9,C2,First Term,Needs Improvement
ASS_INST_002_015303,STU_INST_002_1023,Accountancy,Monthly Test,2025-08-02,25,13,52.5,C1,Final Term,Satisfactory
ASS_INST_002_015304,STU_INST_002_1023,Computer Science,Quiz,2025-05-30,80,48,60.2,B2,Second Term,Good
ASS_INST_002_015305,STU_INST_002_1024,Sanskrit,Quiz,2025-08-21,25,18,75.6,B1,Second Term,Very Good
ASS_INST_002_015306,STU_INST_002_1024,Accountancy,Project Work,2025-05-24,80,41,51.6,C1,Second Term,Satisfactory
ASS_INST_002_015307,STU_INST_002_1024,Science,Final Exam,2025-08-25,100,56,56.9,C1,Second Term,Satisfactory
ASS_INST_002_015308,STU_INST_002_1024,Physics,Practical Exam,2025-09-02,50,27,55.8,C1,Final Term,Satisfactory
ASS_INST_002_015309,STU_INST_002_1024,Hindi,Monthly Test,2025-08-20,100,86,86.3,A2,First Term,Excellent
ASS_INST_002_015310,STU_INST_002_1024,Computer Science,Project Work,2025-08-14,80,51,63.9,B2,Final Term,Good
ASS_INST_002_015311,STU_INST_002_1024,Computer Science,Internal Assessment,2025-08-03,20,12,62.1,B2,Second Term,Good
ASS_INST_002_015312,STU_INST_002_1024,Economics,Assignment,2025-09-07,20,10,54.4,C1,Second Term,Satisfactory
ASS_INST_002_015313,STU_INST_002_1024,Sanskrit,Half Yearly Exam,2025-08-21,80,44,55.6,C1,Final Term,Satisfactory
ASS_INST_002_015314,STU_INST_002_1024,Science,Internal Assessment,2025-06-05,20,4,20.1,D,First Term,Needs Improvement
ASS_INST_002_015315,STU_INST_002_1024,Biology,Assignment,2025-08-17,25,11,47.5,C2,Second Term,Needs Improvement
ASS_INST_002_015316,STU_INST_002_1024,Science,Unit Test,2025-09-04,100,64,64.7,B2,Final Term,Good
ASS_INST_002_015317,STU_INST_002_1024,English,Unit Test,2025-05-22,100,55,55.3,C1,First Term,Satisfactory
ASS_INST_002_015318,STU_INST_002_1024,Hindi,Half Yearly Exam,2025-07-25,20,10,52.1,C1,Final Term,Satisfactory
ASS_INST_002_015319,STU_INST_002_1024,Science,Internal Assessment,2025-06-03,25,20,80.8,A2,Second Term,Excellent
ASS_INST_002_015320,STU_INST_002_1024,Accountancy,Project Work,2025-05-22,100,62,62.3,B2,Second Term,Good
ASS_INST_002_015321,STU_INST_002_1025,Hindi,Quiz,2025-05-22,50,13,27.5,D,First Term,Needs Improvement
ASS_INST_002_015322,STU_INST_002_1025,Science,Final Exam,2025-09-15,25,5,20.3,D,Second Term,Needs Improvement
ASS_INST_002_015323,STU_INST_002_1025,Computer Science,Practical Exam,2025-05-26,100,65,65.8,B2,First Term,Good
ASS_INST_002_015324,STU_INST_002_1025,Social Studies,Half Yearly Exam,2025-05-20,50,16,32.6,D,First Term,Needs Improvement
ASS_INST_002_015325,STU_INST_002_1025,Chemistry,Assignment,2025-09-12,80,42,53.7,C1,First Term,Satisfactory
ASS_INST_002_015326,STU_INST_002_1025,Social Studies,Monthly Test,2025-07-22,25,15,63.1,B2,Final Term,Good
ASS_INST_002_015327,STU_INST_002_1025,Physics,Half Yearly Exam,2025-07-03,25,13,53.6,C1,Final Term,Satisfactory
ASS_INST_002_015328,STU_INST_002_1025,Mathematics,Quiz,2025-08-10,100,77,77.2,B1,Second Term,Very Good
ASS_INST_002_015329,STU_INST_002_1025,Physics,Unit Test,2025-07-01,25,11,45.7,C2,First Term,Needs Improvement
ASS_INST_002_015330,STU_INST_002_1025,Social Studies,Unit Test,2025-07-31,100,54,54.3,C1,Final Term,Satisfactory
ASS_INST_002_015331,STU_INST_002_1025,Science,Practical Exam,2025-06-02,25,10,41.2,C2,Second Term,Needs Improvement
ASS_INST_002_015332,STU_INST_002_1025,Physics,Internal Assessment,2025-08-25,20,8,43.7,C2,Second Term,Needs Improvement
ASS_INST_002_015333,STU_INST_002_1025,Hindi,Final Exam,2025-07-31,100,63,63.2,B2,Final Term,Good
