assessment_id,student_id,subject,assessment_type,date,max_marks,obtained_marks,percentage,grade,term,remarks
ASS_INST_001_014497,STU_INST_001_0970,Social Studies,Project Work,2025-06-15,20,12,62.4,B2,First Term,Good
ASS_INST_001_014498,STU_INST_001_0970,Economics,Monthly Test,2025-07-25,20,13,68.0,B2,Second Term,Good
ASS_INST_001_014499,STU_INST_001_0970,Computer Science,Final Exam,2025-07-12,20,7,36.3,D,First Term,Needs Improvement
ASS_INST_001_014500,STU_INST_001_0970,Social Studies,Monthly Test,2025-05-23,50,28,56.5,C1,First Term,Satisfactory
ASS_INST_001_014501,STU_INST_001_0970,English,Practical Exam,2025-06-21,50,35,71.2,B1,First Term,Very Good
ASS_INST_001_014502,STU_INST_001_0970,Chemistry,Internal Assessment,2025-09-07,25,18,73.1,B1,Final Term,Very Good
ASS_INST_001_014503,STU_INST_001_0971,Computer Science,Internal Assessment,2025-07-18,100,81,81.2,A2,First Term,Excellent
ASS_INST_001_014504,STU_INST_001_0971,Economics,Viva Voce,2025-09-14,25,11,45.2,C2,Second Term,Needs Improvement
ASS_INST_001_014505,STU_INST_001_0971,Biology,Unit Test,2025-06-05,50,49,98.5,A1,Final Term,Outstanding
ASS_INST_001_014506,STU_INST_001_0971,Sanskrit,Unit Test,2025-06-18,80,74,92.9,A1,Second Term,Outstanding
ASS_INST_001_014507,STU_INST_001_0971,Mathematics,Practical Exam,2025-08-24,20,9,45.5,C2,Second Term,Needs Improvement
ASS_INST_001_014508,STU_INST_001_0971,Science,Project Work,2025-06-06,80,44,55.7,C1,Final Term,Satisfactory
ASS_INST_001_014509,STU_INST_001_0971,Social Studies,Monthly Test,2025-06-03,100,73,73.5,B1,Second Term,Very Good
ASS_INST_001_014510,STU_INST_001_0971,Hindi,Monthly Test,2025-06-27,25,12,48.1,C2,Final Term,Needs Improvement
ASS_INST_001_014511,STU_INST_001_0971,Accountancy,Final Exam,2025-06-14,80,57,71.6,B1,First Term,Very Good
ASS_INST_001_014512,STU_INST_001_0971,Sanskrit,Practical Exam,2025-09-11,20,12,64.9,B2,Second Term,Good
ASS_INST_001_014513,STU_INST_001_0971,Sanskrit,Half Yearly Exam,2025-06-02,50,42,84.3,A2,Second Term,Excellent
ASS_INST_001_014514,STU_INST_001_0971,Computer Science,Monthly Test,2025-09-05,100,68,68.9,B2,Final Term,Good
ASS_INST_001_014515,STU_INST_001_0971,Physics,Viva Voce,2025-09-02,25,6,24.6,D,First Term,Needs Improvement
ASS_INST_001_014516,STU_INST_001_0971,Computer Science,Project Work,2025-07-20,25,19,76.7,B1,First Term,Very Good
ASS_INST_001_014517,STU_INST_001_0971,Computer Science,Project Work,2025-08-15,100,83,83.3,A2,First Term,Excellent
ASS_INST_001_014518,STU_INST_001_0972,Mathematics,Viva Voce,2025-07-08,80,35,44.2,C2,Final Term,Needs Improvement
ASS_INST_001_014519,STU_INST_001_0972,Science,Unit Test,2025-06-21,100,48,48.0,C2,Second Term,Needs Improvement
ASS_INST_001_014520,STU_INST_001_0972,Biology,Practical Exam,2025-05-23,100,48,48.1,C2,Second Term,Needs Improvement
ASS_INST_001_014521,STU_INST_001_0972,Computer Science,Viva Voce,2025-07-29,100,34,34.8,D,First Term,Needs Improvement
ASS_INST_001_014522,STU_INST_001_0972,Sanskrit,Unit Test,2025-07-22,50,44,89.8,A2,First Term,Excellent
ASS_INST_001_014523,STU_INST_001_0972,English,Unit Test,2025-07-22,20,6,31.3,D,Second Term,Needs Improvement
ASS_INST_001_014524,STU_INST_001_0972,Biology,Final Exam,2025-06-06,100,62,62.1,B2,Final Term,Good
ASS_INST_001_014525,STU_INST_001_0972,Sanskrit,Half Yearly Exam,2025-09-05,25,15,62.0,B2,First Term,Good
ASS_INST_001_014526,STU_INST_001_0972,Sanskrit,Project Work,2025-09-06,25,9,37.1,D,Final Term,Needs Improvement
ASS_INST_001_014527,STU_INST_001_0972,Hindi,Monthly Test,2025-07-20,50,14,28.5,D,Second Term,Needs Improvement
ASS_INST_001_014528,STU_INST_001_0972,Sanskrit,Assignment,2025-07-07,100,43,43.5,C2,Final Term,Needs Improvement
ASS_INST_001_014529,STU_INST_001_0972,Hindi,Practical Exam,2025-09-07,100,57,57.9,C1,Final Term,Satisfactory
ASS_INST_001_014530,STU_INST_001_0973,Economics,Viva Voce,2025-07-12,80,36,45.1,C2,Second Term,Needs Improvement
ASS_INST_001_014531,STU_INST_001_0973,English,Project Work,2025-08-28,20,14,72.2,B1,Second Term,Very Good
ASS_INST_001_014532,STU_INST_001_0973,Hindi,Final Exam,2025-09-02,25,7,29.0,D,First Term,Needs Improvement
ASS_INST_001_014533,STU_INST_001_0973,Computer Science,Unit Test,2025-05-21,80,23,29.4,D,Second Term,Needs Improvement
ASS_INST_001_014534,STU_INST_001_0973,Mathematics,Practical Exam,2025-06-17,100,55,55.4,C1,Second Term,Satisfactory
ASS_INST_001_014535,STU_INST_001_0973,Mathematics,Half Yearly Exam,2025-07-27,25,2,9.5,D,Final Term,Needs Improvement
ASS_INST_001_014536,STU_INST_001_0973,Accountancy,Monthly Test,2025-06-22,50,14,29.4,D,Second Term,Needs Improvement
ASS_INST_001_014537,STU_INST_001_0973,Hindi,Practical Exam,2025-08-01,25,9,37.2,D,Final Term,Needs Improvement
ASS_INST_001_014538,STU_INST_001_0973,Physics,Viva Voce,2025-08-04,100,39,39.3,D,Second Term,Needs Improvement
ASS_INST_001_014539,STU_INST_001_0973,Computer Science,Half Yearly Exam,2025-08-13,20,6,30.4,D,Final Term,Needs Improvement
ASS_INST_001_014540,STU_INST_001_0973,English,Monthly Test,2025-08-17,50,3,6.7,D,Final Term,Needs Improvement
ASS_INST_001_014541,STU_INST_001_0973,Computer Science,Viva Voce,2025-08-21,80,52,65.0,B2,Second Term,Good
ASS_INST_001_014542,STU_INST_001_0973,Mathematics,Unit Test,2025-07-01,25,16,64.1,B2,Second Term,Good
ASS_INST_001_014543,STU_INST_001_0973,Computer Science,Assignment,2025-09-14,20,1,9.6,D,Final Term,Needs Improvement
ASS_INST_001_014544,STU_INST_001_0973,Science,Unit Test,2025-07-17,50,25,51.7,C1,Final Term,Satisfactory
ASS_INST_001_014545,STU_INST_001_0973,Science,Internal Assessment,2025-06-24,100,37,37.1,D,Final Term,Needs Improvement
ASS_INST_001_014546,STU_INST_001_0973,Social Studies,Half Yearly Exam,2025-09-05,25,12,49.6,C2,Final Term,Needs Improvement
ASS_INST_001_014547,STU_INST_001_0974,English,Half Yearly Exam,2025-06-04,80,45,57.2,C1,First Term,Satisfactory
ASS_INST_001_014548,STU_INST_001_0974,Accountancy,Monthly Test,2025-06-22,80,20,25.9,D,First Term,Needs Improvement
ASS_INST_001_014549,STU_INST_001_0974,Science,Practical Exam,2025-09-05,100,66,66.6,B2,Final Term,Good
ASS_INST_001_014550,STU_INST_001_0974,Physics,Assignment,2025-05-26,80,33,42.2,C2,Second Term,Needs Improvement
ASS_INST_001_014551,STU_INST_001_0974,English,Practical Exam,2025-07-11,100,5,5.4,D,Second Term,Needs Improvement
ASS_INST_001_014552,STU_INST_001_0974,Social Studies,Internal Assessment,2025-08-16,50,27,55.7,C1,Second Term,Satisfactory
ASS_INST_001_014553,STU_INST_001_0974,Hindi,Assignment,2025-06-16,80,19,24.0,D,First Term,Needs Improvement
ASS_INST_001_014554,STU_INST_001_0974,English,Viva Voce,2025-06-06,80,58,72.7,B1,Second Term,Very Good
ASS_INST_001_014555,STU_INST_001_0974,Physics,Monthly Test,2025-06-02,100,46,46.9,C2,First Term,Needs Improvement
ASS_INST_001_014556,STU_INST_001_0974,Sanskrit,Monthly Test,2025-06-25,20,10,53.5,C1,Second Term,Satisfactory
ASS_INST_001_014557,STU_INST_001_0974,Mathematics,Quiz,2025-06-09,25,15,61.5,B2,Second Term,Good
ASS_INST_001_014558,STU_INST_001_0974,Science,Final Exam,2025-06-15,25,13,54.0,C1,Final Term,Satisfactory
ASS_INST_001_014559,STU_INST_001_0975,Biology,Monthly Test,2025-05-21,80,28,35.3,D,Second Term,Needs Improvement
ASS_INST_001_014560,STU_INST_001_0975,Computer Science,Practical Exam,2025-06-30,80,53,66.3,B2,Final Term,Good
ASS_INST_001_014561,STU_INST_001_0975,Economics,Assignment,2025-09-06,25,10,44.0,C2,Second Term,Needs Improvement
ASS_INST_001_014562,STU_INST_001_0975,Chemistry,Monthly Test,2025-09-13,25,6,25.7,D,First Term,Needs Improvement
ASS_INST_001_014563,STU_INST_001_0975,Science,Assignment,2025-09-05,20,10,52.3,C1,Final Term,Satisfactory
ASS_INST_001_014564,STU_INST_001_0975,Science,Internal Assessment,2025-06-23,20,8,44.5,C2,Second Term,Needs Improvement
ASS_INST_001_014565,STU_INST_001_0975,Computer Science,Internal Assessment,2025-09-14,100,45,45.5,C2,First Term,Needs Improvement
ASS_INST_001_014566,STU_INST_001_0975,Biology,Practical Exam,2025-06-22,100,48,48.2,C2,Second Term,Needs Improvement
ASS_INST_001_014567,STU_INST_001_0975,Hindi,Final Exam,2025-09-14,50,23,46.9,C2,Second Term,Needs Improvement
ASS_INST_001_014568,STU_INST_001_0975,Computer Science,Practical Exam,2025-06-11,100,72,72.2,B1,First Term,Very Good
ASS_INST_001_014569,STU_INST_001_0975,Mathematics,Practical Exam,2025-07-18,80,25,31.5,D,First Term,Needs Improvement
ASS_INST_001_014570,STU_INST_001_0975,Accountancy,Assignment,2025-07-30,20,1,8.5,D,Final Term,Needs Improvement
ASS_INST_001_014571,STU_INST_001_0975,English,Viva Voce,2025-09-12,50,22,45.9,C2,Second Term,Needs Improvement
ASS_INST_001_014572,STU_INST_001_0975,Sanskrit,Practical Exam,2025-06-26,25,15,60.9,B2,First Term,Good
ASS_INST_001_014573,STU_INST_001_0975,Computer Science,Unit Test,2025-09-02,100,17,17.8,D,Final Term,Needs Improvement
ASS_INST_001_014574,STU_INST_001_0975,Biology,Quiz,2025-08-15,50,26,52.5,C1,First Term,Satisfactory
ASS_INST_001_014575,STU_INST_001_0975,Economics,Viva Voce,2025-09-07,25,5,20.6,D,Final Term,Needs Improvement
ASS_INST_001_014576,STU_INST_001_0976,Science,Monthly Test,2025-09-10,100,72,72.4,B1,Second Term,Very Good
ASS_INST_001_014577,STU_INST_001_0976,Economics,Internal Assessment,2025-08-04,50,28,57.4,C1,Final Term,Satisfactory
ASS_INST_001_014578,STU_INST_001_0976,Mathematics,Unit Test,2025-08-01,25,10,41.4,C2,First Term,Needs Improvement
ASS_INST_001_014579,STU_INST_001_0976,Chemistry,Assignment,2025-07-07,25,7,28.3,D,Second Term,Needs Improvement
ASS_INST_001_014580,STU_INST_001_0976,Biology,Unit Test,2025-05-25,50,48,96.4,A1,Final Term,Outstanding
ASS_INST_001_014581,STU_INST_001_0976,Mathematics,Quiz,2025-05-26,25,24,98.7,A1,Final Term,Outstanding
ASS_INST_001_014582,STU_INST_001_0976,Science,Unit Test,2025-09-04,100,37,37.8,D,Second Term,Needs Improvement
ASS_INST_001_014583,STU_INST_001_0976,English,Internal Assessment,2025-08-25,50,18,37.3,D,Second Term,Needs Improvement
ASS_INST_001_014584,STU_INST_001_0976,English,Assignment,2025-07-22,100,58,58.6,C1,Second Term,Satisfactory
ASS_INST_001_014585,STU_INST_001_0976,Computer Science,Monthly Test,2025-07-30,50,25,50.2,C1,Second Term,Satisfactory
ASS_INST_001_014586,STU_INST_001_0976,Accountancy,Monthly Test,2025-08-23,50,25,51.3,C1,Final Term,Satisfactory
ASS_INST_001_014587,STU_INST_001_0976,Economics,Quiz,2025-08-21,100,62,62.3,B2,Second Term,Good
ASS_INST_001_014588,STU_INST_001_0976,Physics,Viva Voce,2025-06-02,50,45,91.7,A1,First Term,Outstanding
ASS_INST_001_014589,STU_INST_001_0976,Economics,Quiz,2025-08-26,50,40,81.7,A2,First Term,Excellent
ASS_INST_001_014590,STU_INST_001_0976,Science,Half Yearly Exam,2025-08-02,20,10,51.4,C1,Second Term,Satisfactory
ASS_INST_001_014591,STU_INST_001_0976,Social Studies,Assignment,2025-05-27,80,56,70.2,B1,First Term,Very Good
ASS_INST_001_014592,STU_INST_001_0977,Hindi,Internal Assessment,2025-05-26,25,4,19.4,D,Second Term,Needs Improvement
ASS_INST_001_014593,STU_INST_001_0977,Mathematics,Final Exam,2025-07-13,20,11,55.1,C1,First Term,Satisfactory
ASS_INST_001_014594,STU_INST_001_0977,Chemistry,Practical Exam,2025-06-27,80,38,48.4,C2,Final Term,Needs Improvement
ASS_INST_001_014595,STU_INST_001_0977,Economics,Viva Voce,2025-08-06,100,70,70.0,B1,Second Term,Very Good
ASS_INST_001_014596,STU_INST_001_0977,English,Project Work,2025-08-08,25,15,63.9,B2,Second Term,Good
ASS_INST_001_014597,STU_INST_001_0977,Economics,Half Yearly Exam,2025-06-01,100,58,58.2,C1,Second Term,Satisfactory
ASS_INST_001_014598,STU_INST_001_0977,Social Studies,Half Yearly Exam,2025-05-29,100,60,61.0,B2,First Term,Good
ASS_INST_001_014599,STU_INST_001_0977,Chemistry,Final Exam,2025-05-30,20,8,44.9,C2,Final Term,Needs Improvement
ASS_INST_001_014600,STU_INST_001_0977,Science,Half Yearly Exam,2025-05-26,80,56,70.1,B1,Final Term,Very Good
ASS_INST_001_014601,STU_INST_001_0977,Social Studies,Assignment,2025-06-27,80,48,61.0,B2,Final Term,Good
ASS_INST_001_014602,STU_INST_001_0977,Physics,Final Exam,2025-05-25,20,9,49.8,C2,Final Term,Needs Improvement
ASS_INST_001_014603,STU_INST_001_0977,Accountancy,Viva Voce,2025-08-16,25,13,54.5,C1,First Term,Satisfactory
ASS_INST_001_014604,STU_INST_001_0977,Accountancy,Viva Voce,2025-06-10,50,33,67.9,B2,First Term,Good
ASS_INST_001_014605,STU_INST_001_0977,Computer Science,Practical Exam,2025-07-18,100,69,69.6,B2,Final Term,Good
ASS_INST_001_014606,STU_INST_001_0977,Accountancy,Unit Test,2025-06-29,50,23,46.5,C2,Final Term,Needs Improvement
ASS_INST_001_014607,STU_INST_001_0978,Hindi,Unit Test,2025-06-03,80,23,29.5,D,Second Term,Needs Improvement
ASS_INST_001_014608,STU_INST_001_0978,Social Studies,Final Exam,2025-07-16,20,7,37.4,D,First Term,Needs Improvement
ASS_INST_001_014609,STU_INST_001_0978,Physics,Monthly Test,2025-05-26,50,19,38.3,D,First Term,Needs Improvement
ASS_INST_001_014610,STU_INST_001_0978,English,Quiz,2025-07-03,50,23,47.8,C2,First Term,Needs Improvement
ASS_INST_001_014611,STU_INST_001_0978,Accountancy,Internal Assessment,2025-08-05,50,33,67.1,B2,Second Term,Good
ASS_INST_001_014612,STU_INST_001_0978,Mathematics,Assignment,2025-06-16,25,9,37.1,D,Final Term,Needs Improvement
ASS_INST_001_014613,STU_INST_001_0978,Computer Science,Quiz,2025-09-15,80,42,52.5,C1,Second Term,Satisfactory
ASS_INST_001_014614,STU_INST_001_0978,Sanskrit,Viva Voce,2025-05-22,20,8,42.2,C2,First Term,Needs Improvement
ASS_INST_001_014615,STU_INST_001_0978,Biology,Assignment,2025-07-07,25,11,45.9,C2,First Term,Needs Improvement
ASS_INST_001_014616,STU_INST_001_0978,English,Internal Assessment,2025-09-07,100,51,51.0,C1,Second Term,Satisfactory
ASS_INST_001_014617,STU_INST_001_0978,Physics,Unit Test,2025-05-25,20,13,67.2,B2,Final Term,Good
ASS_INST_001_014618,STU_INST_001_0978,English,Monthly Test,2025-08-28,25,12,50.0,C1,First Term,Satisfactory
ASS_INST_001_014619,STU_INST_001_0978,Biology,Viva Voce,2025-08-25,50,0,0.0,D,First Term,Needs Improvement
ASS_INST_001_014620,STU_INST_001_0978,Mathematics,Final Exam,2025-07-04,20,8,42.0,C2,First Term,Needs Improvement
ASS_INST_001_014621,STU_INST_001_0979,Economics,Practical Exam,2025-07-27,25,21,84.5,A2,Second Term,Excellent
ASS_INST_001_014622,STU_INST_001_0979,Hindi,Internal Assessment,2025-07-11,20,15,76.8,B1,First Term,Very Good
ASS_INST_001_014623,STU_INST_001_0979,Science,Monthly Test,2025-06-16,20,14,70.5,B1,Second Term,Very Good
ASS_INST_001_014624,STU_INST_001_0979,Hindi,Final Exam,2025-07-16,100,77,77.5,B1,First Term,Very Good
ASS_INST_001_014625,STU_INST_001_0979,Computer Science,Monthly Test,2025-07-17,50,35,71.1,B1,First Term,Very Good
ASS_INST_001_014626,STU_INST_001_0979,Accountancy,Monthly Test,2025-09-13,100,77,77.1,B1,Second Term,Very Good
ASS_INST_001_014627,STU_INST_001_0979,Science,Internal Assessment,2025-06-20,25,9,36.1,D,Second Term,Needs Improvement
ASS_INST_001_014628,STU_INST_001_0979,Science,Half Yearly Exam,2025-07-27,50,27,55.2,C1,First Term,Satisfactory
ASS_INST_001_014629,STU_INST_001_0979,Hindi,Viva Voce,2025-08-21,50,29,58.9,C1,Final Term,Satisfactory
ASS_INST_001_014630,STU_INST_001_0979,Accountancy,Practical Exam,2025-07-19,50,28,57.2,C1,First Term,Satisfactory
ASS_INST_001_014631,STU_INST_001_0979,Biology,Unit Test,2025-06-13,100,45,45.9,C2,First Term,Needs Improvement
ASS_INST_001_014632,STU_INST_001_0979,Social Studies,Quiz,2025-08-28,20,11,58.9,C1,Final Term,Satisfactory
ASS_INST_001_014633,STU_INST_001_0979,Hindi,Final Exam,2025-06-11,100,25,25.6,D,First Term,Needs Improvement
ASS_INST_001_014634,STU_INST_001_0979,Social Studies,Half Yearly Exam,2025-07-20,50,32,64.4,B2,First Term,Good
ASS_INST_001_014635,STU_INST_001_0979,Social Studies,Viva Voce,2025-06-24,25,11,44.1,C2,First Term,Needs Improvement
ASS_INST_001_014636,STU_INST_001_0979,Biology,Assignment,2025-07-05,80,13,17.1,D,Second Term,Needs Improvement
ASS_INST_001_014637,STU_INST_001_0979,Hindi,Final Exam,2025-07-31,50,28,56.5,C1,Second Term,Satisfactory
ASS_INST_001_014638,STU_INST_001_0979,Economics,Quiz,2025-07-31,50,42,84.1,A2,Final Term,Excellent
ASS_INST_001_014639,STU_INST_001_0980,Economics,Quiz,2025-08-08,80,22,28.0,D,Final Term,Needs Improvement
ASS_INST_001_014640,STU_INST_001_0980,Hindi,Viva Voce,2025-08-08,50,28,57.9,C1,Final Term,Satisfactory
ASS_INST_001_014641,STU_INST_001_0980,Sanskrit,Quiz,2025-09-05,100,33,33.1,D,First Term,Needs Improvement
ASS_INST_001_014642,STU_INST_001_0980,Economics,Assignment,2025-07-28,100,66,66.9,B2,First Term,Good
ASS_INST_001_014643,STU_INST_001_0980,English,Project Work,2025-08-07,50,38,77.9,B1,Second Term,Very Good
ASS_INST_001_014644,STU_INST_001_0980,Sanskrit,Viva Voce,2025-06-26,100,47,47.7,C2,Final Term,Needs Improvement
ASS_INST_001_014645,STU_INST_001_0980,Sanskrit,Viva Voce,2025-07-01,25,13,54.6,C1,Final Term,Satisfactory
ASS_INST_001_014646,STU_INST_001_0980,Biology,Unit Test,2025-08-27,100,59,59.6,C1,Second Term,Satisfactory
ASS_INST_001_014647,STU_INST_001_0980,Computer Science,Monthly Test,2025-05-21,20,16,84.6,A2,Second Term,Excellent
ASS_INST_001_014648,STU_INST_001_0980,Accountancy,Assignment,2025-07-22,50,18,37.1,D,First Term,Needs Improvement
ASS_INST_001_014649,STU_INST_001_0980,Economics,Quiz,2025-08-16,25,13,54.1,C1,First Term,Satisfactory
ASS_INST_001_014650,STU_INST_001_0980,Hindi,Monthly Test,2025-05-31,50,45,90.5,A1,Final Term,Outstanding
ASS_INST_001_014651,STU_INST_001_0980,Social Studies,Internal Assessment,2025-07-02,50,24,49.2,C2,Final Term,Needs Improvement
ASS_INST_001_014652,STU_INST_001_0980,Economics,Half Yearly Exam,2025-08-29,25,13,55.1,C1,First Term,Satisfactory
ASS_INST_001_014653,STU_INST_001_0980,Economics,Assignment,2025-06-11,20,13,65.5,B2,Second Term,Good
ASS_INST_001_014654,STU_INST_001_0980,Science,Quiz,2025-08-30,100,100,100.0,A1,First Term,Outstanding
ASS_INST_001_014655,STU_INST_001_0981,Hindi,Final Exam,2025-05-23,100,33,33.1,D,First Term,Needs Improvement
ASS_INST_001_014656,STU_INST_001_0981,Computer Science,Monthly Test,2025-07-05,80,53,66.8,B2,Final Term,Good
ASS_INST_001_014657,STU_INST_001_0981,Computer Science,Half Yearly Exam,2025-09-10,50,15,31.9,D,First Term,Needs Improvement
ASS_INST_001_014658,STU_INST_001_0981,Mathematics,Viva Voce,2025-06-05,50,17,35.1,D,First Term,Needs Improvement
ASS_INST_001_014659,STU_INST_001_0981,Economics,Unit Test,2025-06-24,50,22,44.0,C2,Final Term,Needs Improvement
ASS_INST_001_014660,STU_INST_001_0981,Chemistry,Unit Test,2025-08-03,80,49,61.6,B2,Final Term,Good
ASS_INST_001_014661,STU_INST_001_0981,Economics,Final Exam,2025-06-10,50,21,43.4,C2,First Term,Needs Improvement
ASS_INST_001_014662,STU_INST_001_0981,Sanskrit,Internal Assessment,2025-08-31,100,55,55.6,C1,Final Term,Satisfactory
ASS_INST_001_014663,STU_INST_001_0981,Social Studies,Half Yearly Exam,2025-06-03,80,32,40.3,C2,First Term,Needs Improvement
ASS_INST_001_014664,STU_INST_001_0981,Economics,Quiz,2025-09-10,50,27,54.7,C1,First Term,Satisfactory
ASS_INST_001_014665,STU_INST_001_0981,Accountancy,Practical Exam,2025-07-01,80,23,29.9,D,Final Term,Needs Improvement
ASS_INST_001_014666,STU_INST_001_0981,Accountancy,Unit Test,2025-07-03,80,24,30.3,D,Final Term,Needs Improvement
ASS_INST_001_014667,STU_INST_001_0981,Physics,Internal Assessment,2025-07-29,50,22,44.0,C2,Final Term,Needs Improvement
ASS_INST_001_014668,STU_INST_001_0981,Chemistry,Final Exam,2025-05-24,20,12,64.2,B2,First Term,Good
ASS_INST_001_014669,STU_INST_001_0982,Biology,Half Yearly Exam,2025-08-31,20,15,76.2,B1,First Term,Very Good
ASS_INST_001_014670,STU_INST_001_0982,Chemistry,Monthly Test,2025-05-20,100,58,58.8,C1,Second Term,Satisfactory
ASS_INST_001_014671,STU_INST_001_0982,Computer Science,Monthly Test,2025-07-17,25,13,52.4,C1,Second Term,Satisfactory
ASS_INST_001_014672,STU_INST_001_0982,English,Practical Exam,2025-06-05,80,73,91.4,A1,Final Term,Outstanding
ASS_INST_001_014673,STU_INST_001_0982,English,Unit Test,2025-09-10,25,24,97.3,A1,Final Term,Outstanding
ASS_INST_001_014674,STU_INST_001_0982,Biology,Unit Test,2025-05-31,80,65,81.9,A2,First Term,Excellent
ASS_INST_001_014675,STU_INST_001_0982,Science,Project Work,2025-06-30,100,79,79.1,B1,First Term,Very Good
ASS_INST_001_014676,STU_INST_001_0982,Mathematics,Final Exam,2025-07-12,20,6,34.3,D,Second Term,Needs Improvement
ASS_INST_001_014677,STU_INST_001_0982,Computer Science,Final Exam,2025-08-03,20,16,83.4,A2,First Term,Excellent
ASS_INST_001_014678,STU_INST_001_0982,Chemistry,Monthly Test,2025-09-15,50,50,100.0,A1,First Term,Outstanding
ASS_INST_001_014679,STU_INST_001_0982,Accountancy,Half Yearly Exam,2025-07-14,20,18,92.0,A1,Final Term,Outstanding
ASS_INST_001_014680,STU_INST_001_0982,Accountancy,Viva Voce,2025-07-26,100,91,91.1,A1,Final Term,Outstanding
ASS_INST_001_014681,STU_INST_001_0982,English,Assignment,2025-08-13,20,8,43.0,C2,Second Term,Needs Improvement
ASS_INST_001_014682,STU_INST_001_0982,Mathematics,Viva Voce,2025-06-15,25,15,60.1,B2,First Term,Good
ASS_INST_001_014683,STU_INST_001_0982,Mathematics,Unit Test,2025-08-15,25,17,70.1,B1,First Term,Very Good
ASS_INST_001_014684,STU_INST_001_0983,Science,Internal Assessment,2025-08-05,100,53,53.6,C1,Second Term,Satisfactory
ASS_INST_001_014685,STU_INST_001_0983,Computer Science,Internal Assessment,2025-07-24,20,9,45.5,C2,Final Term,Needs Improvement
ASS_INST_001_014686,STU_INST_001_0983,Biology,Practical Exam,2025-08-05,20,14,73.9,B1,Final Term,Very Good
ASS_INST_001_014687,STU_INST_001_0983,English,Monthly Test,2025-09-14,20,16,84.3,A2,First Term,Excellent
ASS_INST_001_014688,STU_INST_001_0983,Mathematics,Final Exam,2025-06-04,20,8,41.2,C2,First Term,Needs Improvement
ASS_INST_001_014689,STU_INST_001_0983,Hindi,Unit Test,2025-07-18,100,85,85.1,A2,Final Term,Excellent
ASS_INST_001_014690,STU_INST_001_0983,English,Half Yearly Exam,2025-08-11,25,17,70.4,B1,Final Term,Very Good
ASS_INST_001_014691,STU_INST_001_0983,Mathematics,Internal Assessment,2025-06-10,25,23,95.6,A1,First Term,Outstanding
ASS_INST_001_014692,STU_INST_001_0983,Science,Quiz,2025-08-03,50,40,80.7,A2,Second Term,Excellent
ASS_INST_001_014693,STU_INST_001_0983,Accountancy,Monthly Test,2025-08-14,20,13,68.7,B2,Second Term,Good
ASS_INST_001_014694,STU_INST_001_0983,Accountancy,Viva Voce,2025-07-06,50,34,68.9,B2,Final Term,Good
ASS_INST_001_014695,STU_INST_001_0983,Physics,Final Exam,2025-08-08,100,66,66.4,B2,Second Term,Good
ASS_INST_001_014696,STU_INST_001_0983,Chemistry,Monthly Test,2025-08-14,50,49,99.1,A1,Second Term,Outstanding
ASS_INST_001_014697,STU_INST_001_0984,Sanskrit,Project Work,2025-05-25,100,83,83.8,A2,First Term,Excellent
ASS_INST_001_014698,STU_INST_001_0984,Mathematics,Half Yearly Exam,2025-06-21,80,52,66.1,B2,First Term,Good
ASS_INST_001_014699,STU_INST_001_0984,Science,Quiz,2025-08-28,80,66,83.0,A2,First Term,Excellent
ASS_INST_001_014700,STU_INST_001_0984,Hindi,Final Exam,2025-06-08,25,20,81.1,A2,Final Term,Excellent
ASS_INST_001_014701,STU_INST_001_0984,Mathematics,Assignment,2025-08-24,50,32,65.1,B2,Second Term,Good
ASS_INST_001_014702,STU_INST_001_0984,Hindi,Unit Test,2025-07-05,25,14,58.0,C1,Final Term,Satisfactory
ASS_INST_001_014703,STU_INST_001_0984,Physics,Quiz,2025-06-06,100,94,94.0,A1,First Term,Outstanding
ASS_INST_001_014704,STU_INST_001_0984,Accountancy,Project Work,2025-07-24,100,68,68.0,B2,Final Term,Good
ASS_INST_001_014705,STU_INST_001_0984,Accountancy,Assignment,2025-05-20,50,33,67.0,B2,Final Term,Good
ASS_INST_001_014706,STU_INST_001_0984,Sanskrit,Quiz,2025-08-28,80,66,83.2,A2,First Term,Excellent
ASS_INST_001_014707,STU_INST_001_0984,Mathematics,Monthly Test,2025-06-18,100,63,63.4,B2,First Term,Good
ASS_INST_001_014708,STU_INST_001_0984,Science,Half Yearly Exam,2025-07-05,100,76,76.9,B1,First Term,Very Good
ASS_INST_001_014709,STU_INST_001_0984,Hindi,Practical Exam,2025-07-28,100,65,65.9,B2,Second Term,Good
ASS_INST_001_014710,STU_INST_001_0984,Hindi,Assignment,2025-06-15,20,5,26.3,D,Second Term,Needs Improvement
ASS_INST_001_014711,STU_INST_001_0984,Physics,Viva Voce,2025-06-03,50,39,79.7,B1,First Term,Very Good
ASS_INST_001_014712,STU_INST_001_0984,Chemistry,Final Exam,2025-07-31,25,19,77.5,B1,Second Term,Very Good
ASS_INST_001_014713,STU_INST_001_0985,Mathematics,Project Work,2025-08-22,80,50,63.2,B2,Final Term,Good
ASS_INST_001_014714,STU_INST_001_0985,Accountancy,Unit Test,2025-05-20,50,9,19.5,D,Final Term,Needs Improvement
ASS_INST_001_014715,STU_INST_001_0985,Science,Assignment,2025-06-23,20,6,32.5,D,Second Term,Needs Improvement
ASS_INST_001_014716,STU_INST_001_0985,Accountancy,Internal Assessment,2025-08-17,25,19,77.7,B1,Final Term,Very Good
