mapping_id,mentor_id,student_id,assigned_date,status,last_interaction,interaction_type,interaction_frequency,communication_mode,parent_contact_frequency,academic_support_provided,counseling_sessions
MAP_INST_001_000996,MEN_INST_001_012,STU_INST_001_0996,2025-04-22,Active,2025-09-09,Counseling Session,Monthly,Email,Weekly,True,1
MAP_INST_001_000997,MEN_INST_001_013,STU_INST_001_0997,2025-08-03,Active,2025-08-27,Progress Update,Monthly,Phone Call,Fortnightly,False,5
MAP_INST_001_000998,MEN_INST_001_014,STU_INST_001_0998,2024-08-31,Active,2025-09-16,Counseling Session,Bi-weekly,Phone Call,Fortnightly,False,0
MAP_INST_001_000999,MEN_INST_001_015,STU_INST_001_0999,2025-07-25,Active,2025-09-15,Parent Meeting,Bi-weekly,In Person,Weekly,True,2
MAP_INST_001_001000,MEN_INST_001_016,STU_INST_001_1000,2024-08-26,Active,2025-09-11,Parent Meeting,Monthly,WhatsApp,Fortnightly,True,1
MAP_INST_001_001001,MEN_INST_001_017,STU_INST_001_1001,2023-12-13,Active,2025-08-31,Behavioral Discussion,Weekly,Phone Call,Weekly,True,4
MAP_INST_001_001002,MEN_INST_001_018,STU_INST_001_1002,2025-05-08,Active,2025-08-29,Academic Review,Monthly,Email,Weekly,False,4
MAP_INST_001_001003,MEN_INST_001_019,STU_INST_001_1003,2023-12-12,Active,2025-09-15,Academic Review,Bi-weekly,In Person,Fortnightly,False,1
MAP_INST_001_001004,MEN_INST_001_020,STU_INST_001_1004,2024-11-26,Active,2025-09-16,Counseling Session,Weekly,WhatsApp,Monthly,False,3
MAP_INST_001_001005,MEN_INST_001_021,STU_INST_001_1005,2025-06-23,Active,2025-09-14,Behavioral Discussion,Monthly,Email,As Needed,True,2
MAP_INST_001_001006,MEN_INST_001_022,STU_INST_001_1006,2024-05-03,Active,2025-09-08,Behavioral Discussion,Bi-weekly,WhatsApp,As Needed,False,2
MAP_INST_001_001007,MEN_INST_001_023,STU_INST_001_1007,2024-05-12,Active,2025-08-30,Behavioral Discussion,Daily,In Person,Weekly,False,4
MAP_INST_001_001008,MEN_INST_001_024,STU_INST_001_1008,2025-05-17,Active,2025-09-08,Progress Update,Bi-weekly,WhatsApp,Weekly,True,1
MAP_INST_001_001009,MEN_INST_001_001,STU_INST_001_1009,2025-04-03,Active,2025-09-08,Academic Review,Daily,Email,Monthly,True,4
MAP_INST_001_001010,MEN_INST_001_002,STU_INST_001_1010,2024-01-20,Active,2025-09-11,Parent Meeting,Weekly,Email,Weekly,True,4
MAP_INST_001_001011,MEN_INST_001_003,STU_INST_001_1011,2024-09-29,Active,2025-08-27,Academic Review,Daily,WhatsApp,Weekly,False,0
MAP_INST_001_001012,MEN_INST_001_004,STU_INST_001_1012,2024-05-07,Active,2025-09-12,Parent Meeting,Bi-weekly,SMS,Monthly,False,3
MAP_INST_001_001013,MEN_INST_001_005,STU_INST_001_1013,2024-07-05,Active,2025-09-11,Academic Review,Monthly,Email,Fortnightly,True,1
MAP_INST_001_001014,MEN_INST_001_006,STU_INST_001_1014,2025-04-13,Active,2025-08-27,Counseling Session,Weekly,SMS,Monthly,False,1
MAP_INST_001_001015,MEN_INST_001_007,STU_INST_001_1015,2025-02-12,Active,2025-09-02,Behavioral Discussion,Bi-weekly,Phone Call,Weekly,False,2
MAP_INST_001_001016,MEN_INST_001_008,STU_INST_001_1016,2025-03-15,Active,2025-08-31,Parent Meeting,Weekly,Phone Call,Monthly,True,4
MAP_INST_001_001017,MEN_INST_001_009,STU_INST_001_1017,2025-08-01,Active,2025-09-15,Academic Review,Bi-weekly,SMS,Weekly,False,3
MAP_INST_001_001018,MEN_INST_001_010,STU_INST_001_1018,2025-03-29,Active,2025-09-11,Academic Review,Monthly,Email,Fortnightly,False,1
MAP_INST_001_001019,MEN_INST_001_011,STU_INST_001_1019,2024-12-13,Active,2025-09-15,Progress Update,Monthly,In Person,Weekly,True,1
MAP_INST_001_001020,MEN_INST_001_012,STU_INST_001_1020,2024-07-12,Active,2025-08-31,Academic Review,Bi-weekly,In Person,Weekly,True,5
MAP_INST_001_001021,MEN_INST_001_013,STU_INST_001_1021,2025-07-12,Active,2025-08-26,Progress Update,Weekly,Email,Weekly,True,5
MAP_INST_001_001022,MEN_INST_001_014,STU_INST_001_1022,2025-01-13,Active,2025-09-02,Counseling Session,Daily,WhatsApp,Monthly,False,5
MAP_INST_001_001023,MEN_INST_001_015,STU_INST_001_1023,2024-05-13,Active,2025-09-14,Counseling Session,Daily,Email,As Needed,False,5
MAP_INST_001_001024,MEN_INST_001_016,STU_INST_001_1024,2024-09-08,Active,2025-09-11,Progress Update,Monthly,WhatsApp,Fortnightly,False,4
MAP_INST_001_001025,MEN_INST_001_017,STU_INST_001_1025,2024-11-04,Active,2025-08-29,Parent Meeting,Daily,WhatsApp,Monthly,True,5
MAP_INST_001_001026,MEN_INST_001_018,STU_INST_001_1026,2023-09-22,Active,2025-08-28,Parent Meeting,Bi-weekly,SMS,Fortnightly,False,0
MAP_INST_001_001027,MEN_INST_001_019,STU_INST_001_1027,2024-02-19,Active,2025-09-13,Progress Update,Monthly,SMS,Monthly,False,2
MAP_INST_001_001028,MEN_INST_001_020,STU_INST_001_1028,2025-06-16,Active,2025-09-05,Academic Review,Monthly,SMS,Fortnightly,True,0
MAP_INST_001_001029,MEN_INST_001_021,STU_INST_001_1029,2023-11-09,Active,2025-09-04,Parent Meeting,Monthly,WhatsApp,As Needed,True,0
MAP_INST_001_001030,MEN_INST_001_022,STU_INST_001_1030,2025-05-29,Active,2025-09-05,Academic Review,Weekly,In Person,As Needed,True,0
MAP_INST_001_001031,MEN_INST_001_023,STU_INST_001_1031,2024-11-12,Active,2025-09-05,Behavioral Discussion,Monthly,WhatsApp,Fortnightly,False,0
MAP_INST_001_001032,MEN_INST_001_024,STU_INST_001_1032,2025-08-14,Active,2025-09-15,Progress Update,Daily,SMS,As Needed,False,5
MAP_INST_001_001033,MEN_INST_001_001,STU_INST_001_1033,2024-05-17,Active,2025-08-31,Progress Update,Monthly,SMS,As Needed,False,0
MAP_INST_001_001034,MEN_INST_001_002,STU_INST_001_1034,2025-05-04,Active,2025-09-10,Behavioral Discussion,Weekly,Email,As Needed,True,5
MAP_INST_001_001035,MEN_INST_001_003,STU_INST_001_1035,2024-11-10,Active,2025-09-16,Counseling Session,Monthly,Phone Call,Fortnightly,False,0
MAP_INST_001_001036,MEN_INST_001_004,STU_INST_001_1036,2024-06-05,Active,2025-08-28,Academic Review,Monthly,In Person,Monthly,True,5
MAP_INST_001_001037,MEN_INST_001_005,STU_INST_001_1037,2025-05-13,Active,2025-09-06,Parent Meeting,Weekly,Email,Fortnightly,False,4
MAP_INST_001_001038,MEN_INST_001_006,STU_INST_001_1038,2025-04-24,Active,2025-09-14,Academic Review,Weekly,SMS,As Needed,False,0
MAP_INST_001_001039,MEN_INST_001_007,STU_INST_001_1039,2024-05-02,Active,2025-09-09,Behavioral Discussion,Daily,SMS,As Needed,True,1
MAP_INST_001_001040,MEN_INST_001_008,STU_INST_001_1040,2024-11-19,Active,2025-09-01,Academic Review,Daily,WhatsApp,As Needed,True,5
MAP_INST_001_001041,MEN_INST_001_009,STU_INST_001_1041,2024-04-01,Active,2025-09-09,Parent Meeting,Daily,In Person,Fortnightly,True,1
MAP_INST_001_001042,MEN_INST_001_010,STU_INST_001_1042,2024-07-11,Active,2025-09-02,Progress Update,Weekly,WhatsApp,Monthly,False,0
MAP_INST_001_001043,MEN_INST_001_011,STU_INST_001_1043,2024-08-03,Active,2025-08-31,Parent Meeting,Bi-weekly,Email,Fortnightly,True,1
MAP_INST_001_001044,MEN_INST_001_012,STU_INST_001_1044,2025-01-02,Active,2025-09-12,Parent Meeting,Weekly,WhatsApp,Weekly,False,5
MAP_INST_001_001045,MEN_INST_001_013,STU_INST_001_1045,2024-04-18,Active,2025-09-04,Progress Update,Weekly,SMS,As Needed,False,0
MAP_INST_001_001046,MEN_INST_001_014,STU_INST_001_1046,2024-07-29,Active,2025-09-13,Academic Review,Daily,In Person,Weekly,False,3
MAP_INST_001_001047,MEN_INST_001_015,STU_INST_001_1047,2024-07-11,Active,2025-09-08,Behavioral Discussion,Daily,In Person,Monthly,True,1
MAP_INST_001_001048,MEN_INST_001_016,STU_INST_001_1048,2024-04-15,Active,2025-09-14,Behavioral Discussion,Monthly,Email,Weekly,False,2
MAP_INST_001_001049,MEN_INST_001_017,STU_INST_001_1049,2024-10-02,Active,2025-09-13,Behavioral Discussion,Bi-weekly,Phone Call,Monthly,False,5
MAP_INST_001_001050,MEN_INST_001_018,STU_INST_001_1050,2025-03-07,Active,2025-09-09,Parent Meeting,Bi-weekly,WhatsApp,Weekly,True,3
MAP_INST_001_001051,MEN_INST_001_019,STU_INST_001_1051,2025-07-10,Active,2025-09-08,Behavioral Discussion,Weekly,WhatsApp,Monthly,False,3
MAP_INST_001_001052,MEN_INST_001_020,STU_INST_001_1052,2024-06-08,Active,2025-09-16,Counseling Session,Bi-weekly,SMS,Weekly,False,1
MAP_INST_001_001053,MEN_INST_001_021,STU_INST_001_1053,2024-05-03,Active,2025-08-30,Counseling Session,Bi-weekly,Phone Call,As Needed,True,2
MAP_INST_001_001054,MEN_INST_001_022,STU_INST_001_1054,2024-08-19,Active,2025-09-08,Progress Update,Daily,Phone Call,Monthly,False,4
MAP_INST_001_001055,MEN_INST_001_023,STU_INST_001_1055,2023-12-31,Active,2025-09-09,Academic Review,Bi-weekly,In Person,Monthly,False,2
MAP_INST_001_001056,MEN_INST_001_024,STU_INST_001_1056,2024-12-11,Active,2025-09-01,Progress Update,Bi-weekly,SMS,Fortnightly,True,3
MAP_INST_001_001057,MEN_INST_001_001,STU_INST_001_1057,2024-08-08,Active,2025-08-27,Progress Update,Daily,WhatsApp,Monthly,False,5
MAP_INST_001_001058,MEN_INST_001_002,STU_INST_001_1058,2024-10-24,Active,2025-09-14,Counseling Session,Daily,Email,As Needed,True,3
MAP_INST_001_001059,MEN_INST_001_003,STU_INST_001_1059,2024-01-26,Active,2025-09-14,Behavioral Discussion,Bi-weekly,In Person,Fortnightly,True,1
MAP_INST_001_001060,MEN_INST_001_004,STU_INST_001_1060,2024-07-30,Active,2025-09-04,Behavioral Discussion,Weekly,SMS,Monthly,False,2
MAP_INST_001_001061,MEN_INST_001_005,STU_INST_001_1061,2023-10-04,Active,2025-09-16,Behavioral Discussion,Bi-weekly,SMS,Monthly,True,5
MAP_INST_001_001062,MEN_INST_001_006,STU_INST_001_1062,2024-01-30,Active,2025-09-04,Counseling Session,Bi-weekly,SMS,Weekly,True,3
MAP_INST_001_001063,MEN_INST_001_007,STU_INST_001_1063,2024-07-27,Active,2025-09-01,Progress Update,Monthly,WhatsApp,Weekly,False,1
MAP_INST_001_001064,MEN_INST_001_008,STU_INST_001_1064,2023-10-29,Active,2025-09-02,Progress Update,Monthly,WhatsApp,As Needed,True,3
MAP_INST_001_001065,MEN_INST_001_009,STU_INST_001_1065,2024-07-05,Active,2025-09-15,Progress Update,Monthly,WhatsApp,As Needed,True,4
MAP_INST_001_001066,MEN_INST_001_010,STU_INST_001_1066,2024-06-05,Active,2025-09-02,Academic Review,Weekly,Phone Call,Weekly,False,5
MAP_INST_001_001067,MEN_INST_001_011,STU_INST_001_1067,2025-07-31,Active,2025-09-16,Behavioral Discussion,Monthly,WhatsApp,Weekly,False,0
MAP_INST_001_001068,MEN_INST_001_012,STU_INST_001_1068,2023-12-25,Active,2025-09-09,Counseling Session,Monthly,Phone Call,Fortnightly,True,5
MAP_INST_001_001069,MEN_INST_001_013,STU_INST_001_1069,2023-10-19,Active,2025-08-28,Academic Review,Weekly,Email,As Needed,False,4
MAP_INST_001_001070,MEN_INST_001_014,STU_INST_001_1070,2024-01-25,Active,2025-09-05,Academic Review,Bi-weekly,WhatsApp,Fortnightly,False,2
MAP_INST_001_001071,MEN_INST_001_015,STU_INST_001_1071,2025-06-11,Active,2025-09-14,Counseling Session,Weekly,Email,Monthly,False,0
MAP_INST_001_001072,MEN_INST_001_016,STU_INST_001_1072,2023-10-23,Active,2025-09-02,Academic Review,Monthly,Phone Call,Weekly,False,3
MAP_INST_001_001073,MEN_INST_001_017,STU_INST_001_1073,2024-01-04,Active,2025-09-07,Academic Review,Daily,WhatsApp,Fortnightly,False,0
MAP_INST_001_001074,MEN_INST_001_018,STU_INST_001_1074,2025-05-27,Active,2025-09-11,Academic Review,Monthly,WhatsApp,Fortnightly,True,2
MAP_INST_001_001075,MEN_INST_001_019,STU_INST_001_1075,2024-09-28,Active,2025-09-10,Academic Review,Monthly,SMS,As Needed,False,1
MAP_INST_001_001076,MEN_INST_001_020,STU_INST_001_1076,2024-06-18,Active,2025-09-07,Counseling Session,Monthly,SMS,Weekly,True,1
MAP_INST_001_001077,MEN_INST_001_021,STU_INST_001_1077,2025-01-17,Active,2025-09-13,Counseling Session,Daily,In Person,Monthly,True,0
MAP_INST_001_001078,MEN_INST_001_022,STU_INST_001_1078,2025-07-03,Active,2025-09-02,Behavioral Discussion,Monthly,In Person,Fortnightly,True,2
MAP_INST_001_001079,MEN_INST_001_023,STU_INST_001_1079,2024-10-13,Active,2025-09-05,Parent Meeting,Bi-weekly,In Person,Fortnightly,False,2
MAP_INST_001_001080,MEN_INST_001_024,STU_INST_001_1080,2024-11-08,Active,2025-09-05,Progress Update,Weekly,Email,Weekly,False,4
MAP_INST_001_001081,MEN_INST_001_001,STU_INST_001_1081,2025-01-24,Active,2025-09-15,Progress Update,Daily,Email,Weekly,False,0
MAP_INST_001_001082,MEN_INST_001_002,STU_INST_001_1082,2025-07-30,Active,2025-09-13,Progress Update,Weekly,SMS,Fortnightly,True,3
MAP_INST_001_001083,MEN_INST_001_003,STU_INST_001_1083,2023-11-03,Active,2025-09-04,Academic Review,Daily,In Person,Fortnightly,False,0
MAP_INST_001_001084,MEN_INST_001_004,STU_INST_001_1084,2024-03-24,Active,2025-09-02,Progress Update,Daily,WhatsApp,As Needed,False,1
MAP_INST_001_001085,MEN_INST_001_005,STU_INST_001_1085,2025-05-27,Active,2025-08-26,Behavioral Discussion,Bi-weekly,Phone Call,Monthly,True,2
MAP_INST_001_001086,MEN_INST_001_006,STU_INST_001_1086,2023-12-08,Active,2025-09-02,Academic Review,Weekly,SMS,Weekly,False,5
MAP_INST_001_001087,MEN_INST_001_007,STU_INST_001_1087,2024-06-26,Active,2025-09-05,Behavioral Discussion,Bi-weekly,SMS,Monthly,False,2
MAP_INST_001_001088,MEN_INST_001_008,STU_INST_001_1088,2025-07-27,Active,2025-08-28,Progress Update,Monthly,Email,Fortnightly,True,2
MAP_INST_001_001089,MEN_INST_001_009,STU_INST_001_1089,2024-02-04,Active,2025-08-26,Progress Update,Weekly,In Person,Fortnightly,True,1
MAP_INST_001_001090,MEN_INST_001_010,STU_INST_001_1090,2024-10-12,Active,2025-09-05,Behavioral Discussion,Monthly,In Person,Weekly,True,4
MAP_INST_001_001091,MEN_INST_001_011,STU_INST_001_1091,2023-12-12,Active,2025-08-31,Progress Update,Daily,Email,Weekly,False,2
MAP_INST_001_001092,MEN_INST_001_012,STU_INST_001_1092,2025-05-25,Active,2025-09-02,Parent Meeting,Bi-weekly,Email,Fortnightly,True,4
MAP_INST_001_001093,MEN_INST_001_013,STU_INST_001_1093,2024-09-12,Active,2025-08-28,Progress Update,Monthly,In Person,Weekly,True,2
MAP_INST_001_001094,MEN_INST_001_014,STU_INST_001_1094,2024-07-09,Active,2025-09-06,Academic Review,Bi-weekly,Phone Call,Weekly,True,1
MAP_INST_001_001095,MEN_INST_001_015,STU_INST_001_1095,2025-06-16,Active,2025-09-06,Counseling Session,Bi-weekly,Email,Fortnightly,True,2
MAP_INST_001_001096,MEN_INST_001_016,STU_INST_001_1096,2025-02-08,Active,2025-09-01,Behavioral Discussion,Daily,In Person,Weekly,False,5
MAP_INST_001_001097,MEN_INST_001_017,STU_INST_001_1097,2025-05-11,Active,2025-08-28,Academic Review,Weekly,SMS,Monthly,False,2
MAP_INST_001_001098,MEN_INST_001_018,STU_INST_001_1098,2024-11-21,Active,2025-09-02,Counseling Session,Daily,Phone Call,Weekly,True,1
MAP_INST_001_001099,MEN_INST_001_019,STU_INST_001_1099,2024-04-02,Active,2025-09-09,Progress Update,Monthly,SMS,Monthly,False,2
MAP_INST_001_001100,MEN_INST_001_020,STU_INST_001_1100,2025-01-05,Active,2025-08-26,Progress Update,Weekly,Phone Call,Monthly,True,5
MAP_INST_001_001101,MEN_INST_001_021,STU_INST_001_1101,2025-06-22,Active,2025-09-02,Behavioral Discussion,Monthly,SMS,As Needed,False,5
MAP_INST_001_001102,MEN_INST_001_022,STU_INST_001_1102,2024-03-05,Active,2025-09-15,Progress Update,Monthly,In Person,Monthly,False,1
MAP_INST_001_001103,MEN_INST_001_023,STU_INST_001_1103,2024-08-10,Active,2025-08-28,Parent Meeting,Bi-weekly,Phone Call,Fortnightly,False,3
MAP_INST_001_001104,MEN_INST_001_024,STU_INST_001_1104,2024-11-22,Active,2025-09-15,Counseling Session,Bi-weekly,SMS,Fortnightly,True,1
MAP_INST_001_001105,MEN_INST_001_001,STU_INST_001_1105,2025-02-13,Active,2025-09-13,Parent Meeting,Daily,In Person,As Needed,True,1
MAP_INST_001_001106,MEN_INST_001_002,STU_INST_001_1106,2024-10-22,Active,2025-09-11,Parent Meeting,Bi-weekly,SMS,Fortnightly,True,4
MAP_INST_001_001107,MEN_INST_001_003,STU_INST_001_1107,2024-01-03,Active,2025-09-04,Counseling Session,Daily,In Person,Monthly,True,4
MAP_INST_001_001108,MEN_INST_001_004,STU_INST_001_1108,2025-06-08,Active,2025-09-09,Academic Review,Daily,SMS,Weekly,False,5
MAP_INST_001_001109,MEN_INST_001_005,STU_INST_001_1109,2024-02-11,Active,2025-09-09,Progress Update,Monthly,In Person,Weekly,False,2
MAP_INST_001_001110,MEN_INST_001_006,STU_INST_001_1110,2024-04-24,Active,2025-09-06,Behavioral Discussion,Weekly,Phone Call,Fortnightly,True,3
MAP_INST_001_001111,MEN_INST_001_007,STU_INST_001_1111,2024-05-03,Active,2025-09-01,Counseling Session,Weekly,Email,Fortnightly,False,3
MAP_INST_001_001112,MEN_INST_001_008,STU_INST_001_1112,2024-09-21,Active,2025-08-29,Progress Update,Daily,SMS,Fortnightly,True,0
MAP_INST_001_001113,MEN_INST_001_009,STU_INST_001_1113,2024-08-15,Active,2025-09-04,Counseling Session,Daily,In Person,Monthly,True,1
MAP_INST_001_001114,MEN_INST_001_010,STU_INST_001_1114,2025-08-08,Active,2025-08-30,Behavioral Discussion,Bi-weekly,Email,As Needed,False,5
MAP_INST_001_001115,MEN_INST_001_011,STU_INST_001_1115,2024-09-19,Active,2025-09-08,Counseling Session,Bi-weekly,In Person,Fortnightly,False,1
MAP_INST_001_001116,MEN_INST_001_012,STU_INST_001_1116,2024-12-04,Active,2025-09-10,Progress Update,Monthly,WhatsApp,Weekly,True,4
MAP_INST_001_001117,MEN_INST_001_013,STU_INST_001_1117,2025-04-07,Active,2025-08-26,Progress Update,Bi-weekly,In Person,Fortnightly,True,4
MAP_INST_001_001118,MEN_INST_001_014,STU_INST_001_1118,2024-03-03,Active,2025-08-28,Progress Update,Monthly,Phone Call,Monthly,True,0
MAP_INST_001_001119,MEN_INST_001_015,STU_INST_001_1119,2023-11-26,Active,2025-09-12,Parent Meeting,Daily,WhatsApp,Weekly,False,2
MAP_INST_001_001120,MEN_INST_001_016,STU_INST_001_1120,2025-02-13,Active,2025-09-07,Academic Review,Weekly,In Person,Weekly,False,3
MAP_INST_001_001121,MEN_INST_001_017,STU_INST_001_1121,2024-10-21,Active,2025-09-11,Behavioral Discussion,Weekly,Email,As Needed,True,1
MAP_INST_001_001122,MEN_INST_001_018,STU_INST_001_1122,2025-01-26,Active,2025-09-10,Progress Update,Weekly,SMS,As Needed,True,3
MAP_INST_001_001123,MEN_INST_001_019,STU_INST_001_1123,2023-10-05,Active,2025-09-13,Parent Meeting,Daily,In Person,Monthly,False,4
MAP_INST_001_001124,MEN_INST_001_020,STU_INST_001_1124,2025-02-11,Active,2025-09-16,Parent Meeting,Bi-weekly,Phone Call,As Needed,True,4
MAP_INST_001_001125,MEN_INST_001_021,STU_INST_001_1125,2024-04-11,Active,2025-09-07,Behavioral Discussion,Bi-weekly,Phone Call,Monthly,False,4
MAP_INST_001_001126,MEN_INST_001_022,STU_INST_001_1126,2023-11-17,Active,2025-09-05,Counseling Session,Bi-weekly,In Person,As Needed,False,3
MAP_INST_001_001127,MEN_INST_001_023,STU_INST_001_1127,2024-11-18,Active,2025-09-11,Behavioral Discussion,Bi-weekly,In Person,As Needed,False,3
MAP_INST_001_001128,MEN_INST_001_024,STU_INST_001_1128,2023-12-18,Active,2025-09-14,Progress Update,Bi-weekly,SMS,Monthly,False,1
MAP_INST_001_001129,MEN_INST_001_001,STU_INST_001_1129,2024-01-29,Active,2025-09-03,Behavioral Discussion,Monthly,In Person,Weekly,True,5
MAP_INST_001_001130,MEN_INST_001_002,STU_INST_001_1130,2025-07-12,Active,2025-08-30,Behavioral Discussion,Monthly,Email,Weekly,False,5
MAP_INST_001_001131,MEN_INST_001_003,STU_INST_001_1131,2025-06-30,Active,2025-09-08,Progress Update,Weekly,SMS,Weekly,False,4
MAP_INST_001_001132,MEN_INST_001_004,STU_INST_001_1132,2025-07-16,Active,2025-09-15,Counseling Session,Monthly,Email,As Needed,True,5
MAP_INST_001_001133,MEN_INST_001_005,STU_INST_001_1133,2024-12-19,Active,2025-09-11,Behavioral Discussion,Weekly,Phone Call,Monthly,False,0
MAP_INST_001_001134,MEN_INST_001_006,STU_INST_001_1134,2024-10-01,Active,2025-08-29,Parent Meeting,Bi-weekly,SMS,As Needed,False,5
MAP_INST_001_001135,MEN_INST_001_007,STU_INST_001_1135,2024-01-08,Active,2025-08-27,Progress Update,Bi-weekly,WhatsApp,Monthly,False,4
MAP_INST_001_001136,MEN_INST_001_008,STU_INST_001_1136,2025-07-28,Active,2025-09-01,Counseling Session,Daily,SMS,Weekly,True,5
MAP_INST_001_001137,MEN_INST_001_009,STU_INST_001_1137,2024-12-11,Active,2025-08-30,Counseling Session,Daily,SMS,Fortnightly,True,1
MAP_INST_001_001138,MEN_INST_001_010,STU_INST_001_1138,2024-07-19,Active,2025-09-02,Parent Meeting,Weekly,Email,Weekly,True,0
MAP_INST_001_001139,MEN_INST_001_011,STU_INST_001_1139,2025-08-07,Active,2025-09-07,Behavioral Discussion,Weekly,Phone Call,Monthly,False,4
MAP_INST_001_001140,MEN_INST_001_012,STU_INST_001_1140,2024-12-07,Active,2025-09-03,Progress Update,Weekly,Phone Call,As Needed,False,3
MAP_INST_001_001141,MEN_INST_001_013,STU_INST_001_1141,2023-12-25,Active,2025-09-15,Parent Meeting,Daily,In Person,Monthly,False,0
MAP_INST_001_001142,MEN_INST_001_014,STU_INST_001_1142,2024-06-17,Active,2025-08-28,Counseling Session,Bi-weekly,SMS,Weekly,False,2
MAP_INST_001_001143,MEN_INST_001_015,STU_INST_001_1143,2024-08-06,Active,2025-09-03,Progress Update,Bi-weekly,WhatsApp,Weekly,True,2
MAP_INST_001_001144,MEN_INST_001_016,STU_INST_001_1144,2024-02-16,Active,2025-09-01,Parent Meeting,Monthly,Email,Weekly,True,5
MAP_INST_001_001145,MEN_INST_001_017,STU_INST_001_1145,2025-08-16,Active,2025-08-27,Counseling Session,Monthly,WhatsApp,Monthly,True,0
MAP_INST_001_001146,MEN_INST_001_018,STU_INST_001_1146,2024-02-07,Active,2025-08-29,Parent Meeting,Daily,WhatsApp,Fortnightly,False,3
MAP_INST_001_001147,MEN_INST_001_019,STU_INST_001_1147,2024-08-05,Active,2025-08-31,Academic Review,Daily,WhatsApp,Fortnightly,True,3
MAP_INST_001_001148,MEN_INST_001_020,STU_INST_001_1148,2025-06-10,Active,2025-08-27,Counseling Session,Daily,SMS,Weekly,False,4
MAP_INST_001_001149,MEN_INST_001_021,STU_INST_001_1149,2025-07-22,Active,2025-08-28,Progress Update,Monthly,SMS,Weekly,False,1
MAP_INST_001_001150,MEN_INST_001_022,STU_INST_001_1150,2025-02-09,Active,2025-09-09,Parent Meeting,Weekly,In Person,Monthly,False,4
MAP_INST_001_001151,MEN_INST_001_023,STU_INST_001_1151,2024-08-14,Active,2025-09-08,Counseling Session,Monthly,Phone Call,Weekly,False,5
MAP_INST_001_001152,MEN_INST_001_024,STU_INST_001_1152,2024-05-07,Active,2025-09-12,Academic Review,Monthly,In Person,As Needed,False,2
MAP_INST_001_001153,MEN_INST_001_001,STU_INST_001_1153,2023-12-20,Active,2025-08-29,Academic Review,Bi-weekly,SMS,Fortnightly,False,1
MAP_INST_001_001154,MEN_INST_001_002,STU_INST_001_1154,2024-11-14,Active,2025-08-28,Counseling Session,Daily,SMS,As Needed,True,3
MAP_INST_001_001155,MEN_INST_001_003,STU_INST_001_1155,2024-02-11,Active,2025-08-27,Academic Review,Daily,In Person,Monthly,False,2
MAP_INST_001_001156,MEN_INST_001_004,STU_INST_001_1156,2025-06-27,Active,2025-09-06,Parent Meeting,Monthly,Phone Call,Fortnightly,True,2
MAP_INST_001_001157,MEN_INST_001_005,STU_INST_001_1157,2024-08-18,Active,2025-09-05,Counseling Session,Monthly,Email,Fortnightly,False,4
MAP_INST_001_001158,MEN_INST_001_006,STU_INST_001_1158,2023-11-14,Active,2025-09-02,Parent Meeting,Daily,Email,As Needed,False,0
MAP_INST_001_001159,MEN_INST_001_007,STU_INST_001_1159,2023-12-04,Active,2025-09-15,Progress Update,Bi-weekly,In Person,Fortnightly,False,1
MAP_INST_001_001160,MEN_INST_001_008,STU_INST_001_1160,2025-07-18,Active,2025-08-26,Progress Update,Monthly,WhatsApp,Monthly,False,5
MAP_INST_001_001161,MEN_INST_001_009,STU_INST_001_1161,2024-12-14,Active,2025-09-02,Behavioral Discussion,Weekly,WhatsApp,As Needed,False,5
MAP_INST_001_001162,MEN_INST_001_010,STU_INST_001_1162,2024-08-28,Active,2025-09-01,Parent Meeting,Daily,Phone Call,Fortnightly,False,2
MAP_INST_001_001163,MEN_INST_001_011,STU_INST_001_1163,2024-01-02,Active,2025-08-31,Behavioral Discussion,Weekly,Email,Monthly,False,0
MAP_INST_001_001164,MEN_INST_001_012,STU_INST_001_1164,2024-09-21,Active,2025-09-16,Progress Update,Monthly,SMS,Monthly,True,0
MAP_INST_001_001165,MEN_INST_001_013,STU_INST_001_1165,2025-02-01,Active,2025-08-28,Academic Review,Weekly,SMS,Weekly,True,5
MAP_INST_001_001166,MEN_INST_001_014,STU_INST_001_1166,2024-04-04,Active,2025-08-28,Academic Review,Bi-weekly,Email,Fortnightly,False,2
MAP_INST_001_001167,MEN_INST_001_015,STU_INST_001_1167,2024-06-17,Active,2025-09-01,Counseling Session,Weekly,Phone Call,Fortnightly,False,3
MAP_INST_001_001168,MEN_INST_001_016,STU_INST_001_1168,2024-02-09,Active,2025-09-08,Counseling Session,Monthly,SMS,Monthly,True,3
MAP_INST_001_001169,MEN_INST_001_017,STU_INST_001_1169,2024-10-09,Active,2025-08-30,Progress Update,Bi-weekly,WhatsApp,Weekly,True,4
MAP_INST_001_001170,MEN_INST_001_018,STU_INST_001_1170,2024-09-27,Active,2025-09-06,Counseling Session,Weekly,In Person,Monthly,False,3
MAP_INST_001_001171,MEN_INST_001_019,STU_INST_001_1171,2025-07-30,Active,2025-09-02,Behavioral Discussion,Monthly,In Person,Weekly,False,2
MAP_INST_001_001172,MEN_INST_001_020,STU_INST_001_1172,2024-04-02,Active,2025-08-28,Parent Meeting,Bi-weekly,WhatsApp,As Needed,True,3
MAP_INST_001_001173,MEN_INST_001_021,STU_INST_001_1173,2024-07-28,Active,2025-09-04,Counseling Session,Monthly,WhatsApp,Weekly,True,0
